,geometry
15213,"POLYGON ((5.058064456052817 52.36507463109527, 5.058064456052817 52.36687643289707, 5.061012185137286 52.36687643289707, 5.061012185137286 52.36507463109527, 5.058064456052817 52.36507463109527))"
15214,"POLYGON ((5.058064456052817 52.36687643289707, 5.058064456052817 52.368678234698876, 5.061012185137286 52.368678234698876, 5.061012185137286 52.36687643289707, 5.058064456052817 52.36687643289707))"
15215,"POLYGON ((5.058064456052817 52.368678234698876, 5.058064456052817 52.37048003650068, 5.061012185137286 52.37048003650068, 5.061012185137286 52.368678234698876, 5.058064456052817 52.368678234698876))"
15216,"POLYGON ((5.058064456052817 52.37048003650068, 5.058064456052817 52.372281838302484, 5.061012185137286 52.372281838302484, 5.061012185137286 52.37048003650068, 5.058064456052817 52.37048003650068))"
15217,"POLYGON ((5.058064456052817 52.372281838302484, 5.058064456052817 52.37408364010429, 5.061012185137286 52.37408364010429, 5.061012185137286 52.372281838302484, 5.058064456052817 52.372281838302484))"
15218,"POLYGON ((5.058064456052817 52.37408364010429, 5.058064456052817 52.37588544190609, 5.061012185137286 52.37588544190609, 5.061012185137286 52.37408364010429, 5.058064456052817 52.37408364010429))"
15219,"POLYGON ((5.058064456052817 52.37588544190609, 5.058064456052817 52.377687243707896, 5.061012185137286 52.377687243707896, 5.061012185137286 52.37588544190609, 5.058064456052817 52.37588544190609))"
15220,"POLYGON ((5.058064456052817 52.377687243707896, 5.058064456052817 52.3794890455097, 5.061012185137286 52.3794890455097, 5.061012185137286 52.377687243707896, 5.058064456052817 52.377687243707896))"
15221,"POLYGON ((5.058064456052817 52.3794890455097, 5.058064456052817 52.381290847311504, 5.061012185137286 52.381290847311504, 5.061012185137286 52.3794890455097, 5.058064456052817 52.3794890455097))"
15222,"POLYGON ((5.058064456052817 52.381290847311504, 5.058064456052817 52.38309264911331, 5.061012185137286 52.38309264911331, 5.061012185137286 52.381290847311504, 5.058064456052817 52.381290847311504))"
15223,"POLYGON ((5.058064456052817 52.38309264911331, 5.058064456052817 52.38489445091511, 5.061012185137286 52.38489445091511, 5.061012185137286 52.38309264911331, 5.058064456052817 52.38309264911331))"
15224,"POLYGON ((5.058064456052817 52.38489445091511, 5.058064456052817 52.386696252716916, 5.061012185137286 52.386696252716916, 5.061012185137286 52.38489445091511, 5.058064456052817 52.38489445091511))"
15225,"POLYGON ((5.058064456052817 52.386696252716916, 5.058064456052817 52.38849805451872, 5.061012185137286 52.38849805451872, 5.061012185137286 52.386696252716916, 5.058064456052817 52.386696252716916))"
15226,"POLYGON ((5.058064456052817 52.38849805451872, 5.058064456052817 52.390299856320524, 5.061012185137286 52.390299856320524, 5.061012185137286 52.38849805451872, 5.058064456052817 52.38849805451872))"
15227,"POLYGON ((5.058064456052817 52.390299856320524, 5.058064456052817 52.39210165812233, 5.061012185137286 52.39210165812233, 5.061012185137286 52.390299856320524, 5.058064456052817 52.390299856320524))"
15228,"POLYGON ((5.058064456052817 52.39210165812233, 5.058064456052817 52.39390345992413, 5.061012185137286 52.39390345992413, 5.061012185137286 52.39210165812233, 5.058064456052817 52.39210165812233))"
15229,"POLYGON ((5.058064456052817 52.39390345992413, 5.058064456052817 52.39570526172594, 5.061012185137286 52.39570526172594, 5.061012185137286 52.39390345992413, 5.058064456052817 52.39390345992413))"
15230,"POLYGON ((5.058064456052817 52.39570526172594, 5.058064456052817 52.39750706352774, 5.061012185137286 52.39750706352774, 5.061012185137286 52.39570526172594, 5.058064456052817 52.39570526172594))"
15231,"POLYGON ((5.058064456052817 52.39750706352774, 5.058064456052817 52.399308865329544, 5.061012185137286 52.399308865329544, 5.061012185137286 52.39750706352774, 5.058064456052817 52.39750706352774))"
15232,"POLYGON ((5.058064456052817 52.399308865329544, 5.058064456052817 52.40111066713135, 5.061012185137286 52.40111066713135, 5.061012185137286 52.399308865329544, 5.058064456052817 52.399308865329544))"
15233,"POLYGON ((5.058064456052817 52.40111066713135, 5.058064456052817 52.40291246893315, 5.061012185137286 52.40291246893315, 5.061012185137286 52.40111066713135, 5.058064456052817 52.40111066713135))"
15234,"POLYGON ((5.058064456052817 52.40291246893315, 5.058064456052817 52.40471427073496, 5.061012185137286 52.40471427073496, 5.061012185137286 52.40291246893315, 5.058064456052817 52.40291246893315))"
15235,"POLYGON ((5.058064456052817 52.40471427073496, 5.058064456052817 52.40651607253676, 5.061012185137286 52.40651607253676, 5.061012185137286 52.40471427073496, 5.058064456052817 52.40471427073496))"
15236,"POLYGON ((5.058064456052817 52.40651607253676, 5.058064456052817 52.408317874338564, 5.061012185137286 52.408317874338564, 5.061012185137286 52.40651607253676, 5.058064456052817 52.40651607253676))"
15237,"POLYGON ((5.058064456052817 52.408317874338564, 5.058064456052817 52.41011967614037, 5.061012185137286 52.41011967614037, 5.061012185137286 52.408317874338564, 5.058064456052817 52.408317874338564))"
15238,"POLYGON ((5.058064456052817 52.41011967614037, 5.058064456052817 52.41192147794217, 5.061012185137286 52.41192147794217, 5.061012185137286 52.41011967614037, 5.058064456052817 52.41011967614037))"
15239,"POLYGON ((5.058064456052817 52.41192147794217, 5.058064456052817 52.41372327974398, 5.061012185137286 52.41372327974398, 5.061012185137286 52.41192147794217, 5.058064456052817 52.41192147794217))"
15240,"POLYGON ((5.058064456052817 52.41372327974398, 5.058064456052817 52.41552508154578, 5.061012185137286 52.41552508154578, 5.061012185137286 52.41372327974398, 5.058064456052817 52.41372327974398))"
15241,"POLYGON ((5.058064456052817 52.41552508154578, 5.058064456052817 52.417326883347584, 5.061012185137286 52.417326883347584, 5.061012185137286 52.41552508154578, 5.058064456052817 52.41552508154578))"
15242,"POLYGON ((5.058064456052817 52.417326883347584, 5.058064456052817 52.41912868514939, 5.061012185137286 52.41912868514939, 5.061012185137286 52.417326883347584, 5.058064456052817 52.417326883347584))"
15243,"POLYGON ((5.058064456052817 52.41912868514939, 5.058064456052817 52.42093048695119, 5.061012185137286 52.42093048695119, 5.061012185137286 52.41912868514939, 5.058064456052817 52.41912868514939))"
15244,"POLYGON ((5.058064456052817 52.42093048695119, 5.058064456052817 52.422732288753, 5.061012185137286 52.422732288753, 5.061012185137286 52.42093048695119, 5.058064456052817 52.42093048695119))"
15245,"POLYGON ((5.058064456052817 52.422732288753, 5.058064456052817 52.4245340905548, 5.061012185137286 52.4245340905548, 5.061012185137286 52.422732288753, 5.058064456052817 52.422732288753))"
15246,"POLYGON ((5.058064456052817 52.4245340905548, 5.058064456052817 52.426335892356605, 5.061012185137286 52.426335892356605, 5.061012185137286 52.4245340905548, 5.058064456052817 52.4245340905548))"
15247,"POLYGON ((5.058064456052817 52.426335892356605, 5.058064456052817 52.42813769415841, 5.061012185137286 52.42813769415841, 5.061012185137286 52.426335892356605, 5.058064456052817 52.426335892356605))"
15248,"POLYGON ((5.058064456052817 52.42813769415841, 5.058064456052817 52.42993949596021, 5.061012185137286 52.42993949596021, 5.061012185137286 52.42813769415841, 5.058064456052817 52.42813769415841))"
15249,"POLYGON ((5.058064456052817 52.42993949596021, 5.058064456052817 52.43174129776202, 5.061012185137286 52.43174129776202, 5.061012185137286 52.42993949596021, 5.058064456052817 52.42993949596021))"
15250,"POLYGON ((5.061012185137286 52.206516072536516, 5.061012185137286 52.20831787433832, 5.063959914221755 52.20831787433832, 5.063959914221755 52.206516072536516, 5.061012185137286 52.206516072536516))"
15251,"POLYGON ((5.061012185137286 52.20831787433832, 5.061012185137286 52.210119676140124, 5.063959914221755 52.210119676140124, 5.063959914221755 52.20831787433832, 5.061012185137286 52.20831787433832))"
15252,"POLYGON ((5.061012185137286 52.210119676140124, 5.061012185137286 52.21192147794193, 5.063959914221755 52.21192147794193, 5.063959914221755 52.210119676140124, 5.061012185137286 52.210119676140124))"
15253,"POLYGON ((5.061012185137286 52.21192147794193, 5.061012185137286 52.21372327974373, 5.063959914221755 52.21372327974373, 5.063959914221755 52.21192147794193, 5.061012185137286 52.21192147794193))"
15254,"POLYGON ((5.061012185137286 52.21372327974373, 5.061012185137286 52.215525081545536, 5.063959914221755 52.215525081545536, 5.063959914221755 52.21372327974373, 5.061012185137286 52.21372327974373))"
15255,"POLYGON ((5.061012185137286 52.215525081545536, 5.061012185137286 52.21732688334734, 5.063959914221755 52.21732688334734, 5.063959914221755 52.215525081545536, 5.061012185137286 52.215525081545536))"
15256,"POLYGON ((5.061012185137286 52.21732688334734, 5.061012185137286 52.219128685149144, 5.063959914221755 52.219128685149144, 5.063959914221755 52.21732688334734, 5.061012185137286 52.21732688334734))"
15257,"POLYGON ((5.061012185137286 52.219128685149144, 5.061012185137286 52.22093048695095, 5.063959914221755 52.22093048695095, 5.063959914221755 52.219128685149144, 5.061012185137286 52.219128685149144))"
15258,"POLYGON ((5.061012185137286 52.22093048695095, 5.061012185137286 52.22273228875275, 5.063959914221755 52.22273228875275, 5.063959914221755 52.22093048695095, 5.061012185137286 52.22093048695095))"
15259,"POLYGON ((5.061012185137286 52.22273228875275, 5.061012185137286 52.224534090554556, 5.063959914221755 52.224534090554556, 5.063959914221755 52.22273228875275, 5.061012185137286 52.22273228875275))"
15260,"POLYGON ((5.061012185137286 52.224534090554556, 5.061012185137286 52.22633589235636, 5.063959914221755 52.22633589235636, 5.063959914221755 52.224534090554556, 5.061012185137286 52.224534090554556))"
15261,"POLYGON ((5.061012185137286 52.22633589235636, 5.061012185137286 52.228137694158164, 5.063959914221755 52.228137694158164, 5.063959914221755 52.22633589235636, 5.061012185137286 52.22633589235636))"
15262,"POLYGON ((5.061012185137286 52.228137694158164, 5.061012185137286 52.22993949595997, 5.063959914221755 52.22993949595997, 5.063959914221755 52.228137694158164, 5.061012185137286 52.228137694158164))"
15263,"POLYGON ((5.061012185137286 52.22993949595997, 5.061012185137286 52.23174129776177, 5.063959914221755 52.23174129776177, 5.063959914221755 52.22993949595997, 5.061012185137286 52.22993949595997))"
15264,"POLYGON ((5.061012185137286 52.23174129776177, 5.061012185137286 52.233543099563576, 5.063959914221755 52.233543099563576, 5.063959914221755 52.23174129776177, 5.061012185137286 52.23174129776177))"
15265,"POLYGON ((5.061012185137286 52.233543099563576, 5.061012185137286 52.23534490136538, 5.063959914221755 52.23534490136538, 5.063959914221755 52.233543099563576, 5.061012185137286 52.233543099563576))"
15266,"POLYGON ((5.061012185137286 52.23534490136538, 5.061012185137286 52.237146703167184, 5.063959914221755 52.237146703167184, 5.063959914221755 52.23534490136538, 5.061012185137286 52.23534490136538))"
15267,"POLYGON ((5.061012185137286 52.237146703167184, 5.061012185137286 52.23894850496899, 5.063959914221755 52.23894850496899, 5.063959914221755 52.237146703167184, 5.061012185137286 52.237146703167184))"
15268,"POLYGON ((5.061012185137286 52.23894850496899, 5.061012185137286 52.24075030677079, 5.063959914221755 52.24075030677079, 5.063959914221755 52.23894850496899, 5.061012185137286 52.23894850496899))"
15269,"POLYGON ((5.061012185137286 52.24075030677079, 5.061012185137286 52.242552108572596, 5.063959914221755 52.242552108572596, 5.063959914221755 52.24075030677079, 5.061012185137286 52.24075030677079))"
15270,"POLYGON ((5.061012185137286 52.242552108572596, 5.061012185137286 52.2443539103744, 5.063959914221755 52.2443539103744, 5.063959914221755 52.242552108572596, 5.061012185137286 52.242552108572596))"
15271,"POLYGON ((5.061012185137286 52.2443539103744, 5.061012185137286 52.246155712176204, 5.063959914221755 52.246155712176204, 5.063959914221755 52.2443539103744, 5.061012185137286 52.2443539103744))"
15272,"POLYGON ((5.061012185137286 52.246155712176204, 5.061012185137286 52.24795751397801, 5.063959914221755 52.24795751397801, 5.063959914221755 52.246155712176204, 5.061012185137286 52.246155712176204))"
15273,"POLYGON ((5.061012185137286 52.24795751397801, 5.061012185137286 52.24975931577981, 5.063959914221755 52.24975931577981, 5.063959914221755 52.24795751397801, 5.061012185137286 52.24795751397801))"
15274,"POLYGON ((5.061012185137286 52.24975931577981, 5.061012185137286 52.251561117581616, 5.063959914221755 52.251561117581616, 5.063959914221755 52.24975931577981, 5.061012185137286 52.24975931577981))"
15275,"POLYGON ((5.061012185137286 52.251561117581616, 5.061012185137286 52.25336291938342, 5.063959914221755 52.25336291938342, 5.063959914221755 52.251561117581616, 5.061012185137286 52.251561117581616))"
15276,"POLYGON ((5.061012185137286 52.25336291938342, 5.061012185137286 52.255164721185224, 5.063959914221755 52.255164721185224, 5.063959914221755 52.25336291938342, 5.061012185137286 52.25336291938342))"
15277,"POLYGON ((5.061012185137286 52.255164721185224, 5.061012185137286 52.25696652298703, 5.063959914221755 52.25696652298703, 5.063959914221755 52.255164721185224, 5.061012185137286 52.255164721185224))"
15278,"POLYGON ((5.061012185137286 52.25696652298703, 5.061012185137286 52.25876832478883, 5.063959914221755 52.25876832478883, 5.063959914221755 52.25696652298703, 5.061012185137286 52.25696652298703))"
15279,"POLYGON ((5.061012185137286 52.25876832478883, 5.061012185137286 52.260570126590636, 5.063959914221755 52.260570126590636, 5.063959914221755 52.25876832478883, 5.061012185137286 52.25876832478883))"
15280,"POLYGON ((5.061012185137286 52.260570126590636, 5.061012185137286 52.26237192839244, 5.063959914221755 52.26237192839244, 5.063959914221755 52.260570126590636, 5.061012185137286 52.260570126590636))"
15281,"POLYGON ((5.061012185137286 52.26237192839244, 5.061012185137286 52.264173730194244, 5.063959914221755 52.264173730194244, 5.063959914221755 52.26237192839244, 5.061012185137286 52.26237192839244))"
15282,"POLYGON ((5.061012185137286 52.264173730194244, 5.061012185137286 52.26597553199605, 5.063959914221755 52.26597553199605, 5.063959914221755 52.264173730194244, 5.061012185137286 52.264173730194244))"
15283,"POLYGON ((5.061012185137286 52.26597553199605, 5.061012185137286 52.26777733379785, 5.063959914221755 52.26777733379785, 5.063959914221755 52.26597553199605, 5.061012185137286 52.26597553199605))"
15284,"POLYGON ((5.061012185137286 52.26777733379785, 5.061012185137286 52.269579135599656, 5.063959914221755 52.269579135599656, 5.063959914221755 52.26777733379785, 5.061012185137286 52.26777733379785))"
15285,"POLYGON ((5.061012185137286 52.269579135599656, 5.061012185137286 52.27138093740146, 5.063959914221755 52.27138093740146, 5.063959914221755 52.269579135599656, 5.061012185137286 52.269579135599656))"
15286,"POLYGON ((5.061012185137286 52.27138093740146, 5.061012185137286 52.273182739203264, 5.063959914221755 52.273182739203264, 5.063959914221755 52.27138093740146, 5.061012185137286 52.27138093740146))"
15287,"POLYGON ((5.061012185137286 52.273182739203264, 5.061012185137286 52.27498454100507, 5.063959914221755 52.27498454100507, 5.063959914221755 52.273182739203264, 5.061012185137286 52.273182739203264))"
15288,"POLYGON ((5.061012185137286 52.27498454100507, 5.061012185137286 52.27678634280687, 5.063959914221755 52.27678634280687, 5.063959914221755 52.27498454100507, 5.061012185137286 52.27498454100507))"
15289,"POLYGON ((5.061012185137286 52.27678634280687, 5.061012185137286 52.278588144608676, 5.063959914221755 52.278588144608676, 5.063959914221755 52.27678634280687, 5.061012185137286 52.27678634280687))"
15290,"POLYGON ((5.061012185137286 52.278588144608676, 5.061012185137286 52.28038994641048, 5.063959914221755 52.28038994641048, 5.063959914221755 52.278588144608676, 5.061012185137286 52.278588144608676))"
15291,"POLYGON ((5.061012185137286 52.28038994641048, 5.061012185137286 52.282191748212284, 5.063959914221755 52.282191748212284, 5.063959914221755 52.28038994641048, 5.061012185137286 52.28038994641048))"
15292,"POLYGON ((5.061012185137286 52.282191748212284, 5.061012185137286 52.28399355001409, 5.063959914221755 52.28399355001409, 5.063959914221755 52.282191748212284, 5.061012185137286 52.282191748212284))"
15293,"POLYGON ((5.061012185137286 52.28399355001409, 5.061012185137286 52.28579535181589, 5.063959914221755 52.28579535181589, 5.063959914221755 52.28399355001409, 5.061012185137286 52.28399355001409))"
15294,"POLYGON ((5.061012185137286 52.28579535181589, 5.061012185137286 52.287597153617696, 5.063959914221755 52.287597153617696, 5.063959914221755 52.28579535181589, 5.061012185137286 52.28579535181589))"
15295,"POLYGON ((5.061012185137286 52.287597153617696, 5.061012185137286 52.2893989554195, 5.063959914221755 52.2893989554195, 5.063959914221755 52.287597153617696, 5.061012185137286 52.287597153617696))"
15296,"POLYGON ((5.061012185137286 52.2893989554195, 5.061012185137286 52.291200757221304, 5.063959914221755 52.291200757221304, 5.063959914221755 52.2893989554195, 5.061012185137286 52.2893989554195))"
15297,"POLYGON ((5.061012185137286 52.291200757221304, 5.061012185137286 52.29300255902311, 5.063959914221755 52.29300255902311, 5.063959914221755 52.291200757221304, 5.061012185137286 52.291200757221304))"
15298,"POLYGON ((5.061012185137286 52.29300255902311, 5.061012185137286 52.29480436082491, 5.063959914221755 52.29480436082491, 5.063959914221755 52.29300255902311, 5.061012185137286 52.29300255902311))"
15299,"POLYGON ((5.061012185137286 52.29480436082491, 5.061012185137286 52.296606162626716, 5.063959914221755 52.296606162626716, 5.063959914221755 52.29480436082491, 5.061012185137286 52.29480436082491))"
15300,"POLYGON ((5.061012185137286 52.296606162626716, 5.061012185137286 52.29840796442852, 5.063959914221755 52.29840796442852, 5.063959914221755 52.296606162626716, 5.061012185137286 52.296606162626716))"
15301,"POLYGON ((5.061012185137286 52.29840796442852, 5.061012185137286 52.300209766230324, 5.063959914221755 52.300209766230324, 5.063959914221755 52.29840796442852, 5.061012185137286 52.29840796442852))"
15302,"POLYGON ((5.061012185137286 52.300209766230324, 5.061012185137286 52.30201156803213, 5.063959914221755 52.30201156803213, 5.063959914221755 52.300209766230324, 5.061012185137286 52.300209766230324))"
15303,"POLYGON ((5.061012185137286 52.30201156803213, 5.061012185137286 52.30381336983393, 5.063959914221755 52.30381336983393, 5.063959914221755 52.30201156803213, 5.061012185137286 52.30201156803213))"
15304,"POLYGON ((5.061012185137286 52.30381336983393, 5.061012185137286 52.305615171635736, 5.063959914221755 52.305615171635736, 5.063959914221755 52.30381336983393, 5.061012185137286 52.30381336983393))"
15305,"POLYGON ((5.061012185137286 52.305615171635736, 5.061012185137286 52.30741697343754, 5.063959914221755 52.30741697343754, 5.063959914221755 52.305615171635736, 5.061012185137286 52.305615171635736))"
15306,"POLYGON ((5.061012185137286 52.30741697343754, 5.061012185137286 52.309218775239344, 5.063959914221755 52.309218775239344, 5.063959914221755 52.30741697343754, 5.061012185137286 52.30741697343754))"
15307,"POLYGON ((5.061012185137286 52.309218775239344, 5.061012185137286 52.31102057704115, 5.063959914221755 52.31102057704115, 5.063959914221755 52.309218775239344, 5.061012185137286 52.309218775239344))"
15308,"POLYGON ((5.061012185137286 52.31102057704115, 5.061012185137286 52.31282237884295, 5.063959914221755 52.31282237884295, 5.063959914221755 52.31102057704115, 5.061012185137286 52.31102057704115))"
15309,"POLYGON ((5.061012185137286 52.31282237884295, 5.061012185137286 52.314624180644756, 5.063959914221755 52.314624180644756, 5.063959914221755 52.31282237884295, 5.061012185137286 52.31282237884295))"
15310,"POLYGON ((5.061012185137286 52.314624180644756, 5.061012185137286 52.31642598244656, 5.063959914221755 52.31642598244656, 5.063959914221755 52.314624180644756, 5.061012185137286 52.314624180644756))"
15311,"POLYGON ((5.061012185137286 52.31642598244656, 5.061012185137286 52.318227784248364, 5.063959914221755 52.318227784248364, 5.063959914221755 52.31642598244656, 5.061012185137286 52.31642598244656))"
15312,"POLYGON ((5.061012185137286 52.318227784248364, 5.061012185137286 52.32002958605017, 5.063959914221755 52.32002958605017, 5.063959914221755 52.318227784248364, 5.061012185137286 52.318227784248364))"
15313,"POLYGON ((5.061012185137286 52.32002958605017, 5.061012185137286 52.32183138785197, 5.063959914221755 52.32183138785197, 5.063959914221755 52.32002958605017, 5.061012185137286 52.32002958605017))"
15314,"POLYGON ((5.061012185137286 52.32183138785197, 5.061012185137286 52.323633189653776, 5.063959914221755 52.323633189653776, 5.063959914221755 52.32183138785197, 5.061012185137286 52.32183138785197))"
15315,"POLYGON ((5.061012185137286 52.323633189653776, 5.061012185137286 52.32543499145558, 5.063959914221755 52.32543499145558, 5.063959914221755 52.323633189653776, 5.061012185137286 52.323633189653776))"
15316,"POLYGON ((5.061012185137286 52.32543499145558, 5.061012185137286 52.327236793257384, 5.063959914221755 52.327236793257384, 5.063959914221755 52.32543499145558, 5.061012185137286 52.32543499145558))"
15317,"POLYGON ((5.061012185137286 52.327236793257384, 5.061012185137286 52.32903859505919, 5.063959914221755 52.32903859505919, 5.063959914221755 52.327236793257384, 5.061012185137286 52.327236793257384))"
15318,"POLYGON ((5.061012185137286 52.32903859505919, 5.061012185137286 52.33084039686099, 5.063959914221755 52.33084039686099, 5.063959914221755 52.32903859505919, 5.061012185137286 52.32903859505919))"
15319,"POLYGON ((5.061012185137286 52.33084039686099, 5.061012185137286 52.332642198662796, 5.063959914221755 52.332642198662796, 5.063959914221755 52.33084039686099, 5.061012185137286 52.33084039686099))"
15320,"POLYGON ((5.061012185137286 52.332642198662796, 5.061012185137286 52.3344440004646, 5.063959914221755 52.3344440004646, 5.063959914221755 52.332642198662796, 5.061012185137286 52.332642198662796))"
15321,"POLYGON ((5.061012185137286 52.3344440004646, 5.061012185137286 52.336245802266404, 5.063959914221755 52.336245802266404, 5.063959914221755 52.3344440004646, 5.061012185137286 52.3344440004646))"
15322,"POLYGON ((5.061012185137286 52.336245802266404, 5.061012185137286 52.33804760406821, 5.063959914221755 52.33804760406821, 5.063959914221755 52.336245802266404, 5.061012185137286 52.336245802266404))"
15323,"POLYGON ((5.061012185137286 52.33804760406821, 5.061012185137286 52.33984940587001, 5.063959914221755 52.33984940587001, 5.063959914221755 52.33804760406821, 5.061012185137286 52.33804760406821))"
15324,"POLYGON ((5.061012185137286 52.33984940587001, 5.061012185137286 52.341651207671816, 5.063959914221755 52.341651207671816, 5.063959914221755 52.33984940587001, 5.061012185137286 52.33984940587001))"
15325,"POLYGON ((5.061012185137286 52.341651207671816, 5.061012185137286 52.34345300947362, 5.063959914221755 52.34345300947362, 5.063959914221755 52.341651207671816, 5.061012185137286 52.341651207671816))"
15326,"POLYGON ((5.061012185137286 52.34345300947362, 5.061012185137286 52.345254811275424, 5.063959914221755 52.345254811275424, 5.063959914221755 52.34345300947362, 5.061012185137286 52.34345300947362))"
15327,"POLYGON ((5.061012185137286 52.345254811275424, 5.061012185137286 52.34705661307723, 5.063959914221755 52.34705661307723, 5.063959914221755 52.345254811275424, 5.061012185137286 52.345254811275424))"
15328,"POLYGON ((5.061012185137286 52.34705661307723, 5.061012185137286 52.34885841487903, 5.063959914221755 52.34885841487903, 5.063959914221755 52.34705661307723, 5.061012185137286 52.34705661307723))"
15329,"POLYGON ((5.061012185137286 52.34885841487903, 5.061012185137286 52.350660216680836, 5.063959914221755 52.350660216680836, 5.063959914221755 52.34885841487903, 5.061012185137286 52.34885841487903))"
15330,"POLYGON ((5.061012185137286 52.350660216680836, 5.061012185137286 52.35246201848264, 5.063959914221755 52.35246201848264, 5.063959914221755 52.350660216680836, 5.061012185137286 52.350660216680836))"
15331,"POLYGON ((5.061012185137286 52.35246201848264, 5.061012185137286 52.354263820284444, 5.063959914221755 52.354263820284444, 5.063959914221755 52.35246201848264, 5.061012185137286 52.35246201848264))"
15332,"POLYGON ((5.061012185137286 52.354263820284444, 5.061012185137286 52.35606562208625, 5.063959914221755 52.35606562208625, 5.063959914221755 52.354263820284444, 5.061012185137286 52.354263820284444))"
15333,"POLYGON ((5.061012185137286 52.35606562208625, 5.061012185137286 52.35786742388805, 5.063959914221755 52.35786742388805, 5.063959914221755 52.35606562208625, 5.061012185137286 52.35606562208625))"
15334,"POLYGON ((5.061012185137286 52.35786742388805, 5.061012185137286 52.359669225689856, 5.063959914221755 52.359669225689856, 5.063959914221755 52.35786742388805, 5.061012185137286 52.35786742388805))"
15335,"POLYGON ((5.061012185137286 52.359669225689856, 5.061012185137286 52.36147102749166, 5.063959914221755 52.36147102749166, 5.063959914221755 52.359669225689856, 5.061012185137286 52.359669225689856))"
15336,"POLYGON ((5.061012185137286 52.36147102749166, 5.061012185137286 52.363272829293464, 5.063959914221755 52.363272829293464, 5.063959914221755 52.36147102749166, 5.061012185137286 52.36147102749166))"
15337,"POLYGON ((5.061012185137286 52.363272829293464, 5.061012185137286 52.36507463109527, 5.063959914221755 52.36507463109527, 5.063959914221755 52.363272829293464, 5.061012185137286 52.363272829293464))"
15338,"POLYGON ((5.061012185137286 52.36507463109527, 5.061012185137286 52.36687643289707, 5.063959914221755 52.36687643289707, 5.063959914221755 52.36507463109527, 5.061012185137286 52.36507463109527))"
15339,"POLYGON ((5.061012185137286 52.36687643289707, 5.061012185137286 52.368678234698876, 5.063959914221755 52.368678234698876, 5.063959914221755 52.36687643289707, 5.061012185137286 52.36687643289707))"
15340,"POLYGON ((5.061012185137286 52.368678234698876, 5.061012185137286 52.37048003650068, 5.063959914221755 52.37048003650068, 5.063959914221755 52.368678234698876, 5.061012185137286 52.368678234698876))"
15341,"POLYGON ((5.061012185137286 52.37048003650068, 5.061012185137286 52.372281838302484, 5.063959914221755 52.372281838302484, 5.063959914221755 52.37048003650068, 5.061012185137286 52.37048003650068))"
15342,"POLYGON ((5.061012185137286 52.372281838302484, 5.061012185137286 52.37408364010429, 5.063959914221755 52.37408364010429, 5.063959914221755 52.372281838302484, 5.061012185137286 52.372281838302484))"
15343,"POLYGON ((5.061012185137286 52.37408364010429, 5.061012185137286 52.37588544190609, 5.063959914221755 52.37588544190609, 5.063959914221755 52.37408364010429, 5.061012185137286 52.37408364010429))"
15344,"POLYGON ((5.061012185137286 52.37588544190609, 5.061012185137286 52.377687243707896, 5.063959914221755 52.377687243707896, 5.063959914221755 52.37588544190609, 5.061012185137286 52.37588544190609))"
15345,"POLYGON ((5.061012185137286 52.377687243707896, 5.061012185137286 52.3794890455097, 5.063959914221755 52.3794890455097, 5.063959914221755 52.377687243707896, 5.061012185137286 52.377687243707896))"
15346,"POLYGON ((5.061012185137286 52.3794890455097, 5.061012185137286 52.381290847311504, 5.063959914221755 52.381290847311504, 5.063959914221755 52.3794890455097, 5.061012185137286 52.3794890455097))"
15347,"POLYGON ((5.061012185137286 52.381290847311504, 5.061012185137286 52.38309264911331, 5.063959914221755 52.38309264911331, 5.063959914221755 52.381290847311504, 5.061012185137286 52.381290847311504))"
15348,"POLYGON ((5.061012185137286 52.38309264911331, 5.061012185137286 52.38489445091511, 5.063959914221755 52.38489445091511, 5.063959914221755 52.38309264911331, 5.061012185137286 52.38309264911331))"
15349,"POLYGON ((5.061012185137286 52.38489445091511, 5.061012185137286 52.386696252716916, 5.063959914221755 52.386696252716916, 5.063959914221755 52.38489445091511, 5.061012185137286 52.38489445091511))"
15350,"POLYGON ((5.061012185137286 52.386696252716916, 5.061012185137286 52.38849805451872, 5.063959914221755 52.38849805451872, 5.063959914221755 52.386696252716916, 5.061012185137286 52.386696252716916))"
15351,"POLYGON ((5.061012185137286 52.38849805451872, 5.061012185137286 52.390299856320524, 5.063959914221755 52.390299856320524, 5.063959914221755 52.38849805451872, 5.061012185137286 52.38849805451872))"
15352,"POLYGON ((5.061012185137286 52.390299856320524, 5.061012185137286 52.39210165812233, 5.063959914221755 52.39210165812233, 5.063959914221755 52.390299856320524, 5.061012185137286 52.390299856320524))"
15353,"POLYGON ((5.061012185137286 52.39210165812233, 5.061012185137286 52.39390345992413, 5.063959914221755 52.39390345992413, 5.063959914221755 52.39210165812233, 5.061012185137286 52.39210165812233))"
15354,"POLYGON ((5.061012185137286 52.39390345992413, 5.061012185137286 52.39570526172594, 5.063959914221755 52.39570526172594, 5.063959914221755 52.39390345992413, 5.061012185137286 52.39390345992413))"
15355,"POLYGON ((5.061012185137286 52.39570526172594, 5.061012185137286 52.39750706352774, 5.063959914221755 52.39750706352774, 5.063959914221755 52.39570526172594, 5.061012185137286 52.39570526172594))"
15356,"POLYGON ((5.061012185137286 52.39750706352774, 5.061012185137286 52.399308865329544, 5.063959914221755 52.399308865329544, 5.063959914221755 52.39750706352774, 5.061012185137286 52.39750706352774))"
