,id,service_area,geometry
7243,7243,IJsbrand,"POLYGON ((4.869409794646797 52.42093048695119, 4.872357523731266 52.42093048695119, 4.872357523731266 52.41912868514939, 4.869409794646797 52.41912868514939, 4.869409794646797 52.42093048695119))"
7244,7244,IJsbrand,"POLYGON ((4.869409794646797 52.422732288753, 4.872357523731266 52.422732288753, 4.872357523731266 52.42093048695119, 4.869409794646797 52.42093048695119, 4.869409794646797 52.422732288753))"
7245,7245,IJsbrand,"POLYGON ((4.869409794646797 52.4245340905548, 4.872357523731266 52.4245340905548, 4.872357523731266 52.422732288753, 4.869409794646797 52.422732288753, 4.869409794646797 52.4245340905548))"
7246,7246,IJsbrand,"POLYGON ((4.869409794646797 52.426335892356605, 4.872357523731266 52.426335892356605, 4.872357523731266 52.4245340905548, 4.869409794646797 52.4245340905548, 4.869409794646797 52.426335892356605))"
7247,7247,IJsbrand,"POLYGON ((4.869409794646797 52.42813769415841, 4.872357523731266 52.42813769415841, 4.872357523731266 52.426335892356605, 4.869409794646797 52.426335892356605, 4.869409794646797 52.42813769415841))"
7275,7275,Amstelveen,"POLYGON ((4.872357523731266 52.25336291938342, 4.8753052528157355 52.25336291938342, 4.8753052528157355 52.251561117581616, 4.872357523731266 52.251561117581616, 4.872357523731266 52.25336291938342))"
7276,7276,Amstelveen,"POLYGON ((4.872357523731266 52.255164721185224, 4.8753052528157355 52.255164721185224, 4.8753052528157355 52.25336291938342, 4.872357523731266 52.25336291938342, 4.872357523731266 52.255164721185224))"
7277,7277,Amstelveen,"POLYGON ((4.872357523731266 52.25696652298703, 4.8753052528157355 52.25696652298703, 4.8753052528157355 52.255164721185224, 4.872357523731266 52.255164721185224, 4.872357523731266 52.25696652298703))"
7278,7278,Amstelveen,"POLYGON ((4.872357523731266 52.25876832478883, 4.8753052528157355 52.25876832478883, 4.8753052528157355 52.25696652298703, 4.872357523731266 52.25696652298703, 4.872357523731266 52.25876832478883))"
7279,7279,Amstelveen,"POLYGON ((4.872357523731266 52.260570126590636, 4.8753052528157355 52.260570126590636, 4.8753052528157355 52.25876832478883, 4.872357523731266 52.25876832478883, 4.872357523731266 52.260570126590636))"
7280,7280,Amstelveen,"POLYGON ((4.872357523731266 52.26237192839244, 4.8753052528157355 52.26237192839244, 4.8753052528157355 52.260570126590636, 4.872357523731266 52.260570126590636, 4.872357523731266 52.26237192839244))"
7281,7281,Amstelveen,"POLYGON ((4.872357523731266 52.264173730194244, 4.8753052528157355 52.264173730194244, 4.8753052528157355 52.26237192839244, 4.872357523731266 52.26237192839244, 4.872357523731266 52.264173730194244))"
7282,7282,Amstelveen,"POLYGON ((4.872357523731266 52.26597553199605, 4.8753052528157355 52.26597553199605, 4.8753052528157355 52.264173730194244, 4.872357523731266 52.264173730194244, 4.872357523731266 52.26597553199605))"
7283,7283,Amstelveen,"POLYGON ((4.872357523731266 52.26777733379785, 4.8753052528157355 52.26777733379785, 4.8753052528157355 52.26597553199605, 4.872357523731266 52.26597553199605, 4.872357523731266 52.26777733379785))"
7284,7284,Amstelveen,"POLYGON ((4.872357523731266 52.269579135599656, 4.8753052528157355 52.269579135599656, 4.8753052528157355 52.26777733379785, 4.872357523731266 52.26777733379785, 4.872357523731266 52.269579135599656))"
7285,7285,Amstelveen,"POLYGON ((4.872357523731266 52.27138093740146, 4.8753052528157355 52.27138093740146, 4.8753052528157355 52.269579135599656, 4.872357523731266 52.269579135599656, 4.872357523731266 52.27138093740146))"
7286,7286,Amstelveen,"POLYGON ((4.872357523731266 52.273182739203264, 4.8753052528157355 52.273182739203264, 4.8753052528157355 52.27138093740146, 4.872357523731266 52.27138093740146, 4.872357523731266 52.273182739203264))"
7287,7287,Amstelveen,"POLYGON ((4.872357523731266 52.27498454100507, 4.8753052528157355 52.27498454100507, 4.8753052528157355 52.273182739203264, 4.872357523731266 52.273182739203264, 4.872357523731266 52.27498454100507))"
7288,7288,Amstelveen,"POLYGON ((4.872357523731266 52.27678634280687, 4.8753052528157355 52.27678634280687, 4.8753052528157355 52.27498454100507, 4.872357523731266 52.27498454100507, 4.872357523731266 52.27678634280687))"
7289,7289,Amstelveen,"POLYGON ((4.872357523731266 52.278588144608676, 4.8753052528157355 52.278588144608676, 4.8753052528157355 52.27678634280687, 4.872357523731266 52.27678634280687, 4.872357523731266 52.278588144608676))"
7290,7290,Amstelveen,"POLYGON ((4.872357523731266 52.28038994641048, 4.8753052528157355 52.28038994641048, 4.8753052528157355 52.278588144608676, 4.872357523731266 52.278588144608676, 4.872357523731266 52.28038994641048))"
7291,7291,Amstelveen,"POLYGON ((4.872357523731266 52.282191748212284, 4.8753052528157355 52.282191748212284, 4.8753052528157355 52.28038994641048, 4.872357523731266 52.28038994641048, 4.872357523731266 52.282191748212284))"
7292,7292,Amstelveen,"POLYGON ((4.872357523731266 52.28399355001409, 4.8753052528157355 52.28399355001409, 4.8753052528157355 52.282191748212284, 4.872357523731266 52.282191748212284, 4.872357523731266 52.28399355001409))"
7293,7293,Amstelveen,"POLYGON ((4.872357523731266 52.28579535181589, 4.8753052528157355 52.28579535181589, 4.8753052528157355 52.28399355001409, 4.872357523731266 52.28399355001409, 4.872357523731266 52.28579535181589))"
7294,7294,Amstelveen,"POLYGON ((4.872357523731266 52.287597153617696, 4.8753052528157355 52.287597153617696, 4.8753052528157355 52.28579535181589, 4.872357523731266 52.28579535181589, 4.872357523731266 52.287597153617696))"
7295,7295,Amstelveen,"POLYGON ((4.872357523731266 52.2893989554195, 4.8753052528157355 52.2893989554195, 4.8753052528157355 52.287597153617696, 4.872357523731266 52.287597153617696, 4.872357523731266 52.2893989554195))"
7296,7296,Amstelveen,"POLYGON ((4.872357523731266 52.291200757221304, 4.8753052528157355 52.291200757221304, 4.8753052528157355 52.2893989554195, 4.872357523731266 52.2893989554195, 4.872357523731266 52.291200757221304))"
7297,7297,Amstelveen,"POLYGON ((4.872357523731266 52.29300255902311, 4.8753052528157355 52.29300255902311, 4.8753052528157355 52.291200757221304, 4.872357523731266 52.291200757221304, 4.872357523731266 52.29300255902311))"
7298,7298,Amstelveen,"POLYGON ((4.872357523731266 52.29480436082491, 4.8753052528157355 52.29480436082491, 4.8753052528157355 52.29300255902311, 4.872357523731266 52.29300255902311, 4.872357523731266 52.29480436082491))"
7299,7299,Amstelveen,"POLYGON ((4.872357523731266 52.296606162626716, 4.8753052528157355 52.296606162626716, 4.8753052528157355 52.29480436082491, 4.872357523731266 52.29480436082491, 4.872357523731266 52.296606162626716))"
7300,7300,Amstelveen,"POLYGON ((4.872357523731266 52.29840796442852, 4.8753052528157355 52.29840796442852, 4.8753052528157355 52.296606162626716, 4.872357523731266 52.296606162626716, 4.872357523731266 52.29840796442852))"
7301,7301,Amstelveen,"POLYGON ((4.872357523731266 52.300209766230324, 4.8753052528157355 52.300209766230324, 4.8753052528157355 52.29840796442852, 4.872357523731266 52.29840796442852, 4.872357523731266 52.300209766230324))"
7302,7302,Amstelveen,"POLYGON ((4.872357523731266 52.30201156803213, 4.8753052528157355 52.30201156803213, 4.8753052528157355 52.300209766230324, 4.872357523731266 52.300209766230324, 4.872357523731266 52.30201156803213))"
7303,7303,Amstelveen,"POLYGON ((4.872357523731266 52.30381336983393, 4.8753052528157355 52.30381336983393, 4.8753052528157355 52.30201156803213, 4.872357523731266 52.30201156803213, 4.872357523731266 52.30381336983393))"
7304,7304,Amstelveen,"POLYGON ((4.872357523731266 52.305615171635736, 4.8753052528157355 52.305615171635736, 4.8753052528157355 52.30381336983393, 4.872357523731266 52.30381336983393, 4.872357523731266 52.305615171635736))"
7305,7305,Amstelveen,"POLYGON ((4.872357523731266 52.30741697343754, 4.8753052528157355 52.30741697343754, 4.8753052528157355 52.305615171635736, 4.872357523731266 52.305615171635736, 4.872357523731266 52.30741697343754))"
7306,7306,Amstelveen,"POLYGON ((4.872357523731266 52.309218775239344, 4.8753052528157355 52.309218775239344, 4.8753052528157355 52.30741697343754, 4.872357523731266 52.30741697343754, 4.872357523731266 52.309218775239344))"
7307,7307,Amstelveen,"POLYGON ((4.872357523731266 52.31102057704115, 4.8753052528157355 52.31102057704115, 4.8753052528157355 52.309218775239344, 4.872357523731266 52.309218775239344, 4.872357523731266 52.31102057704115))"
7308,7308,Amstelveen,"POLYGON ((4.872357523731266 52.31282237884295, 4.8753052528157355 52.31282237884295, 4.8753052528157355 52.31102057704115, 4.872357523731266 52.31102057704115, 4.872357523731266 52.31282237884295))"
7309,7309,Amstelveen,"POLYGON ((4.872357523731266 52.314624180644756, 4.8753052528157355 52.314624180644756, 4.8753052528157355 52.31282237884295, 4.872357523731266 52.31282237884295, 4.872357523731266 52.314624180644756))"
7310,7310,Amstelveen,"POLYGON ((4.872357523731266 52.31642598244656, 4.8753052528157355 52.31642598244656, 4.8753052528157355 52.314624180644756, 4.872357523731266 52.314624180644756, 4.872357523731266 52.31642598244656))"
7311,7311,Amstelveen,"POLYGON ((4.872357523731266 52.318227784248364, 4.8753052528157355 52.318227784248364, 4.8753052528157355 52.31642598244656, 4.872357523731266 52.31642598244656, 4.872357523731266 52.318227784248364))"
7312,7312,Amstelveen,"POLYGON ((4.872357523731266 52.32002958605017, 4.8753052528157355 52.32002958605017, 4.8753052528157355 52.318227784248364, 4.872357523731266 52.318227784248364, 4.872357523731266 52.32002958605017))"
7313,7313,Amstelveen,"POLYGON ((4.872357523731266 52.32183138785197, 4.8753052528157355 52.32183138785197, 4.8753052528157355 52.32002958605017, 4.872357523731266 52.32002958605017, 4.872357523731266 52.32183138785197))"
7314,7314,Amstelveen,"POLYGON ((4.872357523731266 52.323633189653776, 4.8753052528157355 52.323633189653776, 4.8753052528157355 52.32183138785197, 4.872357523731266 52.32183138785197, 4.872357523731266 52.323633189653776))"
7315,7315,Amstelveen,"POLYGON ((4.872357523731266 52.32543499145558, 4.8753052528157355 52.32543499145558, 4.8753052528157355 52.323633189653776, 4.872357523731266 52.323633189653776, 4.872357523731266 52.32543499145558))"
7316,7316,Amstelveen,"POLYGON ((4.872357523731266 52.327236793257384, 4.8753052528157355 52.327236793257384, 4.8753052528157355 52.32543499145558, 4.872357523731266 52.32543499145558, 4.872357523731266 52.327236793257384))"
7317,7317,Amstelveen,"POLYGON ((4.872357523731266 52.32903859505919, 4.8753052528157355 52.32903859505919, 4.8753052528157355 52.327236793257384, 4.872357523731266 52.327236793257384, 4.872357523731266 52.32903859505919))"
7318,7318,Amstelveen,"POLYGON ((4.872357523731266 52.33084039686099, 4.8753052528157355 52.33084039686099, 4.8753052528157355 52.32903859505919, 4.872357523731266 52.32903859505919, 4.872357523731266 52.33084039686099))"
7319,7319,Amstelveen,"POLYGON ((4.872357523731266 52.332642198662796, 4.8753052528157355 52.332642198662796, 4.8753052528157355 52.33084039686099, 4.872357523731266 52.33084039686099, 4.872357523731266 52.332642198662796))"
7320,7320,Dirk,"POLYGON ((4.872357523731266 52.3344440004646, 4.8753052528157355 52.3344440004646, 4.8753052528157355 52.332642198662796, 4.872357523731266 52.332642198662796, 4.872357523731266 52.3344440004646))"
7321,7321,Dirk,"POLYGON ((4.872357523731266 52.336245802266404, 4.8753052528157355 52.336245802266404, 4.8753052528157355 52.3344440004646, 4.872357523731266 52.3344440004646, 4.872357523731266 52.336245802266404))"
7322,7322,Dirk,"POLYGON ((4.872357523731266 52.33804760406821, 4.8753052528157355 52.33804760406821, 4.8753052528157355 52.336245802266404, 4.872357523731266 52.336245802266404, 4.872357523731266 52.33804760406821))"
7323,7323,Pieter,"POLYGON ((4.872357523731266 52.33984940587001, 4.8753052528157355 52.33984940587001, 4.8753052528157355 52.33804760406821, 4.872357523731266 52.33804760406821, 4.872357523731266 52.33984940587001))"
7324,7324,Dirk,"POLYGON ((4.872357523731266 52.341651207671816, 4.8753052528157355 52.341651207671816, 4.8753052528157355 52.33984940587001, 4.872357523731266 52.33984940587001, 4.872357523731266 52.341651207671816))"
7325,7325,Dirk,"POLYGON ((4.872357523731266 52.34345300947362, 4.8753052528157355 52.34345300947362, 4.8753052528157355 52.341651207671816, 4.872357523731266 52.341651207671816, 4.872357523731266 52.34345300947362))"
7326,7326,Dirk,"POLYGON ((4.872357523731266 52.345254811275424, 4.8753052528157355 52.345254811275424, 4.8753052528157355 52.34345300947362, 4.872357523731266 52.34345300947362, 4.872357523731266 52.345254811275424))"
7327,7327,Dirk,"POLYGON ((4.872357523731266 52.34705661307723, 4.8753052528157355 52.34705661307723, 4.8753052528157355 52.345254811275424, 4.872357523731266 52.345254811275424, 4.872357523731266 52.34705661307723))"
7328,7328,Dirk,"POLYGON ((4.872357523731266 52.34885841487903, 4.8753052528157355 52.34885841487903, 4.8753052528157355 52.34705661307723, 4.872357523731266 52.34705661307723, 4.872357523731266 52.34885841487903))"
7329,7329,Dirk,"POLYGON ((4.872357523731266 52.350660216680836, 4.8753052528157355 52.350660216680836, 4.8753052528157355 52.34885841487903, 4.872357523731266 52.34885841487903, 4.872357523731266 52.350660216680836))"
7330,7330,Dirk,"POLYGON ((4.872357523731266 52.35246201848264, 4.8753052528157355 52.35246201848264, 4.8753052528157355 52.350660216680836, 4.872357523731266 52.350660216680836, 4.872357523731266 52.35246201848264))"
7331,7331,Dirk,"POLYGON ((4.872357523731266 52.354263820284444, 4.8753052528157355 52.354263820284444, 4.8753052528157355 52.35246201848264, 4.872357523731266 52.35246201848264, 4.872357523731266 52.354263820284444))"
7332,7332,Dirk,"POLYGON ((4.872357523731266 52.35606562208625, 4.8753052528157355 52.35606562208625, 4.8753052528157355 52.354263820284444, 4.872357523731266 52.354263820284444, 4.872357523731266 52.35606562208625))"
7333,7333,Dirk,"POLYGON ((4.872357523731266 52.35786742388805, 4.8753052528157355 52.35786742388805, 4.8753052528157355 52.35606562208625, 4.872357523731266 52.35606562208625, 4.872357523731266 52.35786742388805))"
7334,7334,Dirk,"POLYGON ((4.872357523731266 52.359669225689856, 4.8753052528157355 52.359669225689856, 4.8753052528157355 52.35786742388805, 4.872357523731266 52.35786742388805, 4.872357523731266 52.359669225689856))"
7335,7335,Dirk,"POLYGON ((4.872357523731266 52.36147102749166, 4.8753052528157355 52.36147102749166, 4.8753052528157355 52.359669225689856, 4.872357523731266 52.359669225689856, 4.872357523731266 52.36147102749166))"
7336,7336,Dirk,"POLYGON ((4.872357523731266 52.363272829293464, 4.8753052528157355 52.363272829293464, 4.8753052528157355 52.36147102749166, 4.872357523731266 52.36147102749166, 4.872357523731266 52.363272829293464))"
7337,7337,Hendrik,"POLYGON ((4.872357523731266 52.36507463109527, 4.8753052528157355 52.36507463109527, 4.8753052528157355 52.363272829293464, 4.872357523731266 52.363272829293464, 4.872357523731266 52.36507463109527))"
7338,7338,Hendrik,"POLYGON ((4.872357523731266 52.36687643289707, 4.8753052528157355 52.36687643289707, 4.8753052528157355 52.36507463109527, 4.872357523731266 52.36507463109527, 4.872357523731266 52.36687643289707))"
7339,7339,Hendrik,"POLYGON ((4.872357523731266 52.368678234698876, 4.8753052528157355 52.368678234698876, 4.8753052528157355 52.36687643289707, 4.872357523731266 52.36687643289707, 4.872357523731266 52.368678234698876))"
7340,7340,Hendrik,"POLYGON ((4.872357523731266 52.37048003650068, 4.8753052528157355 52.37048003650068, 4.8753052528157355 52.368678234698876, 4.872357523731266 52.368678234698876, 4.872357523731266 52.37048003650068))"
7341,7341,Hendrik,"POLYGON ((4.872357523731266 52.372281838302484, 4.8753052528157355 52.372281838302484, 4.8753052528157355 52.37048003650068, 4.872357523731266 52.37048003650068, 4.872357523731266 52.372281838302484))"
7342,7342,Hendrik,"POLYGON ((4.872357523731266 52.37408364010429, 4.8753052528157355 52.37408364010429, 4.8753052528157355 52.372281838302484, 4.872357523731266 52.372281838302484, 4.872357523731266 52.37408364010429))"
7343,7343,Hendrik,"POLYGON ((4.872357523731266 52.37588544190609, 4.8753052528157355 52.37588544190609, 4.8753052528157355 52.37408364010429, 4.872357523731266 52.37408364010429, 4.872357523731266 52.37588544190609))"
7344,7344,Hendrik,"POLYGON ((4.872357523731266 52.377687243707896, 4.8753052528157355 52.377687243707896, 4.8753052528157355 52.37588544190609, 4.872357523731266 52.37588544190609, 4.872357523731266 52.377687243707896))"
7345,7345,Hendrik,"POLYGON ((4.872357523731266 52.3794890455097, 4.8753052528157355 52.3794890455097, 4.8753052528157355 52.377687243707896, 4.872357523731266 52.377687243707896, 4.872357523731266 52.3794890455097))"
7346,7346,Teunis,"POLYGON ((4.872357523731266 52.381290847311504, 4.8753052528157355 52.381290847311504, 4.8753052528157355 52.3794890455097, 4.872357523731266 52.3794890455097, 4.872357523731266 52.381290847311504))"
7347,7347,Teunis,"POLYGON ((4.872357523731266 52.38309264911331, 4.8753052528157355 52.38309264911331, 4.8753052528157355 52.381290847311504, 4.872357523731266 52.381290847311504, 4.872357523731266 52.38309264911331))"
7348,7348,Teunis,"POLYGON ((4.872357523731266 52.38489445091511, 4.8753052528157355 52.38489445091511, 4.8753052528157355 52.38309264911331, 4.872357523731266 52.38309264911331, 4.872357523731266 52.38489445091511))"
7349,7349,Teunis,"POLYGON ((4.872357523731266 52.386696252716916, 4.8753052528157355 52.386696252716916, 4.8753052528157355 52.38489445091511, 4.872357523731266 52.38489445091511, 4.872357523731266 52.386696252716916))"
7350,7350,Teunis,"POLYGON ((4.872357523731266 52.38849805451872, 4.8753052528157355 52.38849805451872, 4.8753052528157355 52.386696252716916, 4.872357523731266 52.386696252716916, 4.872357523731266 52.38849805451872))"
7351,7351,Teunis,"POLYGON ((4.872357523731266 52.390299856320524, 4.8753052528157355 52.390299856320524, 4.8753052528157355 52.38849805451872, 4.872357523731266 52.38849805451872, 4.872357523731266 52.390299856320524))"
7352,7352,Teunis,"POLYGON ((4.872357523731266 52.39210165812233, 4.8753052528157355 52.39210165812233, 4.8753052528157355 52.390299856320524, 4.872357523731266 52.390299856320524, 4.872357523731266 52.39210165812233))"
7353,7353,Teunis,"POLYGON ((4.872357523731266 52.39390345992413, 4.8753052528157355 52.39390345992413, 4.8753052528157355 52.39210165812233, 4.872357523731266 52.39210165812233, 4.872357523731266 52.39390345992413))"
7354,7354,Teunis,"POLYGON ((4.872357523731266 52.39570526172594, 4.8753052528157355 52.39570526172594, 4.8753052528157355 52.39390345992413, 4.872357523731266 52.39390345992413, 4.872357523731266 52.39570526172594))"
7355,7355,Teunis,"POLYGON ((4.872357523731266 52.39750706352774, 4.8753052528157355 52.39750706352774, 4.8753052528157355 52.39570526172594, 4.872357523731266 52.39570526172594, 4.872357523731266 52.39750706352774))"
7356,7356,Teunis,"POLYGON ((4.872357523731266 52.399308865329544, 4.8753052528157355 52.399308865329544, 4.8753052528157355 52.39750706352774, 4.872357523731266 52.39750706352774, 4.872357523731266 52.399308865329544))"
7357,7357,Teunis,"POLYGON ((4.872357523731266 52.40111066713135, 4.8753052528157355 52.40111066713135, 4.8753052528157355 52.399308865329544, 4.872357523731266 52.399308865329544, 4.872357523731266 52.40111066713135))"
7358,7358,Teunis,"POLYGON ((4.872357523731266 52.40291246893315, 4.8753052528157355 52.40291246893315, 4.8753052528157355 52.40111066713135, 4.872357523731266 52.40111066713135, 4.872357523731266 52.40291246893315))"
7359,7359,GBA,"POLYGON ((4.872357523731266 52.40471427073496, 4.8753052528157355 52.40471427073496, 4.8753052528157355 52.40291246893315, 4.872357523731266 52.40291246893315, 4.872357523731266 52.40471427073496))"
7360,7360,GBA,"POLYGON ((4.872357523731266 52.40651607253676, 4.8753052528157355 52.40651607253676, 4.8753052528157355 52.40471427073496, 4.872357523731266 52.40471427073496, 4.872357523731266 52.40651607253676))"
7361,7361,GBA,"POLYGON ((4.872357523731266 52.408317874338564, 4.8753052528157355 52.408317874338564, 4.8753052528157355 52.40651607253676, 4.872357523731266 52.40651607253676, 4.872357523731266 52.408317874338564))"
7362,7362,IJsbrand,"POLYGON ((4.872357523731266 52.41011967614037, 4.8753052528157355 52.41011967614037, 4.8753052528157355 52.408317874338564, 4.872357523731266 52.408317874338564, 4.872357523731266 52.41011967614037))"
7363,7363,IJsbrand,"POLYGON ((4.872357523731266 52.41192147794217, 4.8753052528157355 52.41192147794217, 4.8753052528157355 52.41011967614037, 4.872357523731266 52.41011967614037, 4.872357523731266 52.41192147794217))"
7364,7364,IJsbrand,"POLYGON ((4.872357523731266 52.41372327974398, 4.8753052528157355 52.41372327974398, 4.8753052528157355 52.41192147794217, 4.872357523731266 52.41192147794217, 4.872357523731266 52.41372327974398))"
7365,7365,IJsbrand,"POLYGON ((4.872357523731266 52.41552508154578, 4.8753052528157355 52.41552508154578, 4.8753052528157355 52.41372327974398, 4.872357523731266 52.41372327974398, 4.872357523731266 52.41552508154578))"
7366,7366,IJsbrand,"POLYGON ((4.872357523731266 52.417326883347584, 4.8753052528157355 52.417326883347584, 4.8753052528157355 52.41552508154578, 4.872357523731266 52.41552508154578, 4.872357523731266 52.417326883347584))"
7367,7367,IJsbrand,"POLYGON ((4.872357523731266 52.41912868514939, 4.8753052528157355 52.41912868514939, 4.8753052528157355 52.417326883347584, 4.872357523731266 52.417326883347584, 4.872357523731266 52.41912868514939))"
7368,7368,IJsbrand,"POLYGON ((4.872357523731266 52.42093048695119, 4.8753052528157355 52.42093048695119, 4.8753052528157355 52.41912868514939, 4.872357523731266 52.41912868514939, 4.872357523731266 52.42093048695119))"
7369,7369,IJsbrand,"POLYGON ((4.872357523731266 52.422732288753, 4.8753052528157355 52.422732288753, 4.8753052528157355 52.42093048695119, 4.872357523731266 52.42093048695119, 4.872357523731266 52.422732288753))"
7370,7370,IJsbrand,"POLYGON ((4.872357523731266 52.4245340905548, 4.8753052528157355 52.4245340905548, 4.8753052528157355 52.422732288753, 4.872357523731266 52.422732288753, 4.872357523731266 52.4245340905548))"
7371,7371,IJsbrand,"POLYGON ((4.872357523731266 52.426335892356605, 4.8753052528157355 52.426335892356605, 4.8753052528157355 52.4245340905548, 4.872357523731266 52.4245340905548, 4.872357523731266 52.426335892356605))"
7400,7400,Amstelveen,"POLYGON ((4.8753052528157355 52.25336291938342, 4.8782529819002045 52.25336291938342, 4.8782529819002045 52.251561117581616, 4.8753052528157355 52.251561117581616, 4.8753052528157355 52.25336291938342))"
7401,7401,Amstelveen,"POLYGON ((4.8753052528157355 52.255164721185224, 4.8782529819002045 52.255164721185224, 4.8782529819002045 52.25336291938342, 4.8753052528157355 52.25336291938342, 4.8753052528157355 52.255164721185224))"
7402,7402,Amstelveen,"POLYGON ((4.8753052528157355 52.25696652298703, 4.8782529819002045 52.25696652298703, 4.8782529819002045 52.255164721185224, 4.8753052528157355 52.255164721185224, 4.8753052528157355 52.25696652298703))"
7403,7403,Amstelveen,"POLYGON ((4.8753052528157355 52.25876832478883, 4.8782529819002045 52.25876832478883, 4.8782529819002045 52.25696652298703, 4.8753052528157355 52.25696652298703, 4.8753052528157355 52.25876832478883))"
7404,7404,Amstelveen,"POLYGON ((4.8753052528157355 52.260570126590636, 4.8782529819002045 52.260570126590636, 4.8782529819002045 52.25876832478883, 4.8753052528157355 52.25876832478883, 4.8753052528157355 52.260570126590636))"
7405,7405,Amstelveen,"POLYGON ((4.8753052528157355 52.26237192839244, 4.8782529819002045 52.26237192839244, 4.8782529819002045 52.260570126590636, 4.8753052528157355 52.260570126590636, 4.8753052528157355 52.26237192839244))"
7406,7406,Amstelveen,"POLYGON ((4.8753052528157355 52.264173730194244, 4.8782529819002045 52.264173730194244, 4.8782529819002045 52.26237192839244, 4.8753052528157355 52.26237192839244, 4.8753052528157355 52.264173730194244))"
7407,7407,Amstelveen,"POLYGON ((4.8753052528157355 52.26597553199605, 4.8782529819002045 52.26597553199605, 4.8782529819002045 52.264173730194244, 4.8753052528157355 52.264173730194244, 4.8753052528157355 52.26597553199605))"
7408,7408,Amstelveen,"POLYGON ((4.8753052528157355 52.26777733379785, 4.8782529819002045 52.26777733379785, 4.8782529819002045 52.26597553199605, 4.8753052528157355 52.26597553199605, 4.8753052528157355 52.26777733379785))"
7409,7409,Amstelveen,"POLYGON ((4.8753052528157355 52.269579135599656, 4.8782529819002045 52.269579135599656, 4.8782529819002045 52.26777733379785, 4.8753052528157355 52.26777733379785, 4.8753052528157355 52.269579135599656))"
7410,7410,Amstelveen,"POLYGON ((4.8753052528157355 52.27138093740146, 4.8782529819002045 52.27138093740146, 4.8782529819002045 52.269579135599656, 4.8753052528157355 52.269579135599656, 4.8753052528157355 52.27138093740146))"
7411,7411,Amstelveen,"POLYGON ((4.8753052528157355 52.273182739203264, 4.8782529819002045 52.273182739203264, 4.8782529819002045 52.27138093740146, 4.8753052528157355 52.27138093740146, 4.8753052528157355 52.273182739203264))"
7412,7412,Amstelveen,"POLYGON ((4.8753052528157355 52.27498454100507, 4.8782529819002045 52.27498454100507, 4.8782529819002045 52.273182739203264, 4.8753052528157355 52.273182739203264, 4.8753052528157355 52.27498454100507))"
7413,7413,Amstelveen,"POLYGON ((4.8753052528157355 52.27678634280687, 4.8782529819002045 52.27678634280687, 4.8782529819002045 52.27498454100507, 4.8753052528157355 52.27498454100507, 4.8753052528157355 52.27678634280687))"
7414,7414,Amstelveen,"POLYGON ((4.8753052528157355 52.278588144608676, 4.8782529819002045 52.278588144608676, 4.8782529819002045 52.27678634280687, 4.8753052528157355 52.27678634280687, 4.8753052528157355 52.278588144608676))"
7415,7415,Amstelveen,"POLYGON ((4.8753052528157355 52.28038994641048, 4.8782529819002045 52.28038994641048, 4.8782529819002045 52.278588144608676, 4.8753052528157355 52.278588144608676, 4.8753052528157355 52.28038994641048))"
7416,7416,Amstelveen,"POLYGON ((4.8753052528157355 52.282191748212284, 4.8782529819002045 52.282191748212284, 4.8782529819002045 52.28038994641048, 4.8753052528157355 52.28038994641048, 4.8753052528157355 52.282191748212284))"
7417,7417,Amstelveen,"POLYGON ((4.8753052528157355 52.28399355001409, 4.8782529819002045 52.28399355001409, 4.8782529819002045 52.282191748212284, 4.8753052528157355 52.282191748212284, 4.8753052528157355 52.28399355001409))"
7418,7418,Amstelveen,"POLYGON ((4.8753052528157355 52.28579535181589, 4.8782529819002045 52.28579535181589, 4.8782529819002045 52.28399355001409, 4.8753052528157355 52.28399355001409, 4.8753052528157355 52.28579535181589))"
7419,7419,Amstelveen,"POLYGON ((4.8753052528157355 52.287597153617696, 4.8782529819002045 52.287597153617696, 4.8782529819002045 52.28579535181589, 4.8753052528157355 52.28579535181589, 4.8753052528157355 52.287597153617696))"
7420,7420,Amstelveen,"POLYGON ((4.8753052528157355 52.2893989554195, 4.8782529819002045 52.2893989554195, 4.8782529819002045 52.287597153617696, 4.8753052528157355 52.287597153617696, 4.8753052528157355 52.2893989554195))"
7421,7421,Amstelveen,"POLYGON ((4.8753052528157355 52.291200757221304, 4.8782529819002045 52.291200757221304, 4.8782529819002045 52.2893989554195, 4.8753052528157355 52.2893989554195, 4.8753052528157355 52.291200757221304))"
7422,7422,Amstelveen,"POLYGON ((4.8753052528157355 52.29300255902311, 4.8782529819002045 52.29300255902311, 4.8782529819002045 52.291200757221304, 4.8753052528157355 52.291200757221304, 4.8753052528157355 52.29300255902311))"
7423,7423,Amstelveen,"POLYGON ((4.8753052528157355 52.29480436082491, 4.8782529819002045 52.29480436082491, 4.8782529819002045 52.29300255902311, 4.8753052528157355 52.29300255902311, 4.8753052528157355 52.29480436082491))"
7424,7424,Amstelveen,"POLYGON ((4.8753052528157355 52.296606162626716, 4.8782529819002045 52.296606162626716, 4.8782529819002045 52.29480436082491, 4.8753052528157355 52.29480436082491, 4.8753052528157355 52.296606162626716))"
7425,7425,Amstelveen,"POLYGON ((4.8753052528157355 52.29840796442852, 4.8782529819002045 52.29840796442852, 4.8782529819002045 52.296606162626716, 4.8753052528157355 52.296606162626716, 4.8753052528157355 52.29840796442852))"
