,id,service_area,geometry
1134,1134,Aalsmeer,"POLYGON ((4.727918798592283 52.224534090554556, 4.730866527676752 52.224534090554556, 4.730866527676752 52.22273228875275, 4.727918798592283 52.22273228875275, 4.727918798592283 52.224534090554556))"
1135,1135,Aalsmeer,"POLYGON ((4.727918798592283 52.22633589235636, 4.730866527676752 52.22633589235636, 4.730866527676752 52.224534090554556, 4.727918798592283 52.224534090554556, 4.727918798592283 52.22633589235636))"
1136,1136,Aalsmeer,"POLYGON ((4.727918798592283 52.228137694158164, 4.730866527676752 52.228137694158164, 4.730866527676752 52.22633589235636, 4.727918798592283 52.22633589235636, 4.727918798592283 52.228137694158164))"
1137,1137,Aalsmeer,"POLYGON ((4.727918798592283 52.22993949595997, 4.730866527676752 52.22993949595997, 4.730866527676752 52.228137694158164, 4.727918798592283 52.228137694158164, 4.727918798592283 52.22993949595997))"
1138,1138,Aalsmeer,"POLYGON ((4.727918798592283 52.23174129776177, 4.730866527676752 52.23174129776177, 4.730866527676752 52.22993949595997, 4.727918798592283 52.22993949595997, 4.727918798592283 52.23174129776177))"
1139,1139,Aalsmeer,"POLYGON ((4.727918798592283 52.233543099563576, 4.730866527676752 52.233543099563576, 4.730866527676752 52.23174129776177, 4.727918798592283 52.23174129776177, 4.727918798592283 52.233543099563576))"
1140,1140,Aalsmeer,"POLYGON ((4.727918798592283 52.23534490136538, 4.730866527676752 52.23534490136538, 4.730866527676752 52.233543099563576, 4.727918798592283 52.233543099563576, 4.727918798592283 52.23534490136538))"
1141,1141,Aalsmeer,"POLYGON ((4.727918798592283 52.237146703167184, 4.730866527676752 52.237146703167184, 4.730866527676752 52.23534490136538, 4.727918798592283 52.23534490136538, 4.727918798592283 52.237146703167184))"
1142,1142,Aalsmeer,"POLYGON ((4.727918798592283 52.23894850496899, 4.730866527676752 52.23894850496899, 4.730866527676752 52.237146703167184, 4.727918798592283 52.237146703167184, 4.727918798592283 52.23894850496899))"
1143,1143,Aalsmeer,"POLYGON ((4.727918798592283 52.24075030677079, 4.730866527676752 52.24075030677079, 4.730866527676752 52.23894850496899, 4.727918798592283 52.23894850496899, 4.727918798592283 52.24075030677079))"
1144,1144,Aalsmeer,"POLYGON ((4.727918798592283 52.242552108572596, 4.730866527676752 52.242552108572596, 4.730866527676752 52.24075030677079, 4.727918798592283 52.24075030677079, 4.727918798592283 52.242552108572596))"
1145,1145,Aalsmeer,"POLYGON ((4.727918798592283 52.2443539103744, 4.730866527676752 52.2443539103744, 4.730866527676752 52.242552108572596, 4.727918798592283 52.242552108572596, 4.727918798592283 52.2443539103744))"
1146,1146,Aalsmeer,"POLYGON ((4.727918798592283 52.246155712176204, 4.730866527676752 52.246155712176204, 4.730866527676752 52.2443539103744, 4.727918798592283 52.2443539103744, 4.727918798592283 52.246155712176204))"
1147,1147,Aalsmeer,"POLYGON ((4.727918798592283 52.24795751397801, 4.730866527676752 52.24795751397801, 4.730866527676752 52.246155712176204, 4.727918798592283 52.246155712176204, 4.727918798592283 52.24795751397801))"
1148,1148,Aalsmeer,"POLYGON ((4.727918798592283 52.24975931577981, 4.730866527676752 52.24975931577981, 4.730866527676752 52.24795751397801, 4.727918798592283 52.24795751397801, 4.727918798592283 52.24975931577981))"
1149,1149,Aalsmeer,"POLYGON ((4.727918798592283 52.251561117581616, 4.730866527676752 52.251561117581616, 4.730866527676752 52.24975931577981, 4.727918798592283 52.24975931577981, 4.727918798592283 52.251561117581616))"
1150,1150,Aalsmeer,"POLYGON ((4.727918798592283 52.25336291938342, 4.730866527676752 52.25336291938342, 4.730866527676752 52.251561117581616, 4.727918798592283 52.251561117581616, 4.727918798592283 52.25336291938342))"
1151,1151,Aalsmeer,"POLYGON ((4.727918798592283 52.255164721185224, 4.730866527676752 52.255164721185224, 4.730866527676752 52.25336291938342, 4.727918798592283 52.25336291938342, 4.727918798592283 52.255164721185224))"
1152,1152,Aalsmeer,"POLYGON ((4.727918798592283 52.25696652298703, 4.730866527676752 52.25696652298703, 4.730866527676752 52.255164721185224, 4.727918798592283 52.255164721185224, 4.727918798592283 52.25696652298703))"
1153,1153,Aalsmeer,"POLYGON ((4.727918798592283 52.25876832478883, 4.730866527676752 52.25876832478883, 4.730866527676752 52.25696652298703, 4.727918798592283 52.25696652298703, 4.727918798592283 52.25876832478883))"
1154,1154,Aalsmeer,"POLYGON ((4.727918798592283 52.260570126590636, 4.730866527676752 52.260570126590636, 4.730866527676752 52.25876832478883, 4.727918798592283 52.25876832478883, 4.727918798592283 52.260570126590636))"
1155,1155,Aalsmeer,"POLYGON ((4.727918798592283 52.26237192839244, 4.730866527676752 52.26237192839244, 4.730866527676752 52.260570126590636, 4.727918798592283 52.260570126590636, 4.727918798592283 52.26237192839244))"
1156,1156,Aalsmeer,"POLYGON ((4.727918798592283 52.264173730194244, 4.730866527676752 52.264173730194244, 4.730866527676752 52.26237192839244, 4.727918798592283 52.26237192839244, 4.727918798592283 52.264173730194244))"
1233,1233,GBA,"POLYGON ((4.727918798592283 52.40291246893315, 4.730866527676752 52.40291246893315, 4.730866527676752 52.40111066713135, 4.727918798592283 52.40111066713135, 4.727918798592283 52.40291246893315))"
1250,1250,Aalsmeer,"POLYGON ((4.730866527676752 52.20831787433832, 4.733814256761221 52.20831787433832, 4.733814256761221 52.206516072536516, 4.730866527676752 52.206516072536516, 4.730866527676752 52.20831787433832))"
1251,1251,Aalsmeer,"POLYGON ((4.730866527676752 52.210119676140124, 4.733814256761221 52.210119676140124, 4.733814256761221 52.20831787433832, 4.730866527676752 52.20831787433832, 4.730866527676752 52.210119676140124))"
1252,1252,Aalsmeer,"POLYGON ((4.730866527676752 52.21192147794193, 4.733814256761221 52.21192147794193, 4.733814256761221 52.210119676140124, 4.730866527676752 52.210119676140124, 4.730866527676752 52.21192147794193))"
1253,1253,Aalsmeer,"POLYGON ((4.730866527676752 52.21372327974373, 4.733814256761221 52.21372327974373, 4.733814256761221 52.21192147794193, 4.730866527676752 52.21192147794193, 4.730866527676752 52.21372327974373))"
1254,1254,Aalsmeer,"POLYGON ((4.730866527676752 52.215525081545536, 4.733814256761221 52.215525081545536, 4.733814256761221 52.21372327974373, 4.730866527676752 52.21372327974373, 4.730866527676752 52.215525081545536))"
1255,1255,Aalsmeer,"POLYGON ((4.730866527676752 52.21732688334734, 4.733814256761221 52.21732688334734, 4.733814256761221 52.215525081545536, 4.730866527676752 52.215525081545536, 4.730866527676752 52.21732688334734))"
1256,1256,Aalsmeer,"POLYGON ((4.730866527676752 52.219128685149144, 4.733814256761221 52.219128685149144, 4.733814256761221 52.21732688334734, 4.730866527676752 52.21732688334734, 4.730866527676752 52.219128685149144))"
1257,1257,Aalsmeer,"POLYGON ((4.730866527676752 52.22093048695095, 4.733814256761221 52.22093048695095, 4.733814256761221 52.219128685149144, 4.730866527676752 52.219128685149144, 4.730866527676752 52.22093048695095))"
1258,1258,Aalsmeer,"POLYGON ((4.730866527676752 52.22273228875275, 4.733814256761221 52.22273228875275, 4.733814256761221 52.22093048695095, 4.730866527676752 52.22093048695095, 4.730866527676752 52.22273228875275))"
1259,1259,Aalsmeer,"POLYGON ((4.730866527676752 52.224534090554556, 4.733814256761221 52.224534090554556, 4.733814256761221 52.22273228875275, 4.730866527676752 52.22273228875275, 4.730866527676752 52.224534090554556))"
1260,1260,Aalsmeer,"POLYGON ((4.730866527676752 52.22633589235636, 4.733814256761221 52.22633589235636, 4.733814256761221 52.224534090554556, 4.730866527676752 52.224534090554556, 4.730866527676752 52.22633589235636))"
1261,1261,Aalsmeer,"POLYGON ((4.730866527676752 52.228137694158164, 4.733814256761221 52.228137694158164, 4.733814256761221 52.22633589235636, 4.730866527676752 52.22633589235636, 4.730866527676752 52.228137694158164))"
1262,1262,Aalsmeer,"POLYGON ((4.730866527676752 52.22993949595997, 4.733814256761221 52.22993949595997, 4.733814256761221 52.228137694158164, 4.730866527676752 52.228137694158164, 4.730866527676752 52.22993949595997))"
1263,1263,Aalsmeer,"POLYGON ((4.730866527676752 52.23174129776177, 4.733814256761221 52.23174129776177, 4.733814256761221 52.22993949595997, 4.730866527676752 52.22993949595997, 4.730866527676752 52.23174129776177))"
1264,1264,Aalsmeer,"POLYGON ((4.730866527676752 52.233543099563576, 4.733814256761221 52.233543099563576, 4.733814256761221 52.23174129776177, 4.730866527676752 52.23174129776177, 4.730866527676752 52.233543099563576))"
1265,1265,Aalsmeer,"POLYGON ((4.730866527676752 52.23534490136538, 4.733814256761221 52.23534490136538, 4.733814256761221 52.233543099563576, 4.730866527676752 52.233543099563576, 4.730866527676752 52.23534490136538))"
1266,1266,Aalsmeer,"POLYGON ((4.730866527676752 52.237146703167184, 4.733814256761221 52.237146703167184, 4.733814256761221 52.23534490136538, 4.730866527676752 52.23534490136538, 4.730866527676752 52.237146703167184))"
1267,1267,Aalsmeer,"POLYGON ((4.730866527676752 52.23894850496899, 4.733814256761221 52.23894850496899, 4.733814256761221 52.237146703167184, 4.730866527676752 52.237146703167184, 4.730866527676752 52.23894850496899))"
1268,1268,Aalsmeer,"POLYGON ((4.730866527676752 52.24075030677079, 4.733814256761221 52.24075030677079, 4.733814256761221 52.23894850496899, 4.730866527676752 52.23894850496899, 4.730866527676752 52.24075030677079))"
1269,1269,Aalsmeer,"POLYGON ((4.730866527676752 52.242552108572596, 4.733814256761221 52.242552108572596, 4.733814256761221 52.24075030677079, 4.730866527676752 52.24075030677079, 4.730866527676752 52.242552108572596))"
1270,1270,Aalsmeer,"POLYGON ((4.730866527676752 52.2443539103744, 4.733814256761221 52.2443539103744, 4.733814256761221 52.242552108572596, 4.730866527676752 52.242552108572596, 4.730866527676752 52.2443539103744))"
1271,1271,Aalsmeer,"POLYGON ((4.730866527676752 52.246155712176204, 4.733814256761221 52.246155712176204, 4.733814256761221 52.2443539103744, 4.730866527676752 52.2443539103744, 4.730866527676752 52.246155712176204))"
1272,1272,Aalsmeer,"POLYGON ((4.730866527676752 52.24795751397801, 4.733814256761221 52.24795751397801, 4.733814256761221 52.246155712176204, 4.730866527676752 52.246155712176204, 4.730866527676752 52.24795751397801))"
1273,1273,Aalsmeer,"POLYGON ((4.730866527676752 52.24975931577981, 4.733814256761221 52.24975931577981, 4.733814256761221 52.24795751397801, 4.730866527676752 52.24795751397801, 4.730866527676752 52.24975931577981))"
1274,1274,Aalsmeer,"POLYGON ((4.730866527676752 52.251561117581616, 4.733814256761221 52.251561117581616, 4.733814256761221 52.24975931577981, 4.730866527676752 52.24975931577981, 4.730866527676752 52.251561117581616))"
1275,1275,Aalsmeer,"POLYGON ((4.730866527676752 52.25336291938342, 4.733814256761221 52.25336291938342, 4.733814256761221 52.251561117581616, 4.730866527676752 52.251561117581616, 4.730866527676752 52.25336291938342))"
1276,1276,Aalsmeer,"POLYGON ((4.730866527676752 52.255164721185224, 4.733814256761221 52.255164721185224, 4.733814256761221 52.25336291938342, 4.730866527676752 52.25336291938342, 4.730866527676752 52.255164721185224))"
1277,1277,Aalsmeer,"POLYGON ((4.730866527676752 52.25696652298703, 4.733814256761221 52.25696652298703, 4.733814256761221 52.255164721185224, 4.730866527676752 52.255164721185224, 4.730866527676752 52.25696652298703))"
1278,1278,Aalsmeer,"POLYGON ((4.730866527676752 52.25876832478883, 4.733814256761221 52.25876832478883, 4.733814256761221 52.25696652298703, 4.730866527676752 52.25696652298703, 4.730866527676752 52.25876832478883))"
1279,1279,Aalsmeer,"POLYGON ((4.730866527676752 52.260570126590636, 4.733814256761221 52.260570126590636, 4.733814256761221 52.25876832478883, 4.730866527676752 52.25876832478883, 4.730866527676752 52.260570126590636))"
1280,1280,Aalsmeer,"POLYGON ((4.730866527676752 52.26237192839244, 4.733814256761221 52.26237192839244, 4.733814256761221 52.260570126590636, 4.730866527676752 52.260570126590636, 4.730866527676752 52.26237192839244))"
1281,1281,Aalsmeer,"POLYGON ((4.730866527676752 52.264173730194244, 4.733814256761221 52.264173730194244, 4.733814256761221 52.26237192839244, 4.730866527676752 52.26237192839244, 4.730866527676752 52.264173730194244))"
1282,1282,Aalsmeer,"POLYGON ((4.730866527676752 52.26597553199605, 4.733814256761221 52.26597553199605, 4.733814256761221 52.264173730194244, 4.730866527676752 52.264173730194244, 4.730866527676752 52.26597553199605))"
1358,1358,GBA,"POLYGON ((4.730866527676752 52.40291246893315, 4.733814256761221 52.40291246893315, 4.733814256761221 52.40111066713135, 4.730866527676752 52.40111066713135, 4.730866527676752 52.40291246893315))"
1359,1359,GBA,"POLYGON ((4.730866527676752 52.40471427073496, 4.733814256761221 52.40471427073496, 4.733814256761221 52.40291246893315, 4.730866527676752 52.40291246893315, 4.730866527676752 52.40471427073496))"
1360,1360,GBA,"POLYGON ((4.730866527676752 52.40651607253676, 4.733814256761221 52.40651607253676, 4.733814256761221 52.40471427073496, 4.730866527676752 52.40471427073496, 4.730866527676752 52.40651607253676))"
1361,1361,GBA,"POLYGON ((4.730866527676752 52.408317874338564, 4.733814256761221 52.408317874338564, 4.733814256761221 52.40651607253676, 4.730866527676752 52.40651607253676, 4.730866527676752 52.408317874338564))"
1362,1362,GBA,"POLYGON ((4.730866527676752 52.41011967614037, 4.733814256761221 52.41011967614037, 4.733814256761221 52.408317874338564, 4.730866527676752 52.408317874338564, 4.730866527676752 52.41011967614037))"
1363,1363,GBA,"POLYGON ((4.730866527676752 52.41192147794217, 4.733814256761221 52.41192147794217, 4.733814256761221 52.41011967614037, 4.730866527676752 52.41011967614037, 4.730866527676752 52.41192147794217))"
1375,1375,Aalsmeer,"POLYGON ((4.733814256761221 52.20831787433832, 4.73676198584569 52.20831787433832, 4.73676198584569 52.206516072536516, 4.733814256761221 52.206516072536516, 4.733814256761221 52.20831787433832))"
1376,1376,Aalsmeer,"POLYGON ((4.733814256761221 52.210119676140124, 4.73676198584569 52.210119676140124, 4.73676198584569 52.20831787433832, 4.733814256761221 52.20831787433832, 4.733814256761221 52.210119676140124))"
1377,1377,Aalsmeer,"POLYGON ((4.733814256761221 52.21192147794193, 4.73676198584569 52.21192147794193, 4.73676198584569 52.210119676140124, 4.733814256761221 52.210119676140124, 4.733814256761221 52.21192147794193))"
1378,1378,Aalsmeer,"POLYGON ((4.733814256761221 52.21372327974373, 4.73676198584569 52.21372327974373, 4.73676198584569 52.21192147794193, 4.733814256761221 52.21192147794193, 4.733814256761221 52.21372327974373))"
1379,1379,Aalsmeer,"POLYGON ((4.733814256761221 52.215525081545536, 4.73676198584569 52.215525081545536, 4.73676198584569 52.21372327974373, 4.733814256761221 52.21372327974373, 4.733814256761221 52.215525081545536))"
1380,1380,Aalsmeer,"POLYGON ((4.733814256761221 52.21732688334734, 4.73676198584569 52.21732688334734, 4.73676198584569 52.215525081545536, 4.733814256761221 52.215525081545536, 4.733814256761221 52.21732688334734))"
1381,1381,Aalsmeer,"POLYGON ((4.733814256761221 52.219128685149144, 4.73676198584569 52.219128685149144, 4.73676198584569 52.21732688334734, 4.733814256761221 52.21732688334734, 4.733814256761221 52.219128685149144))"
1382,1382,Aalsmeer,"POLYGON ((4.733814256761221 52.22093048695095, 4.73676198584569 52.22093048695095, 4.73676198584569 52.219128685149144, 4.733814256761221 52.219128685149144, 4.733814256761221 52.22093048695095))"
1383,1383,Aalsmeer,"POLYGON ((4.733814256761221 52.22273228875275, 4.73676198584569 52.22273228875275, 4.73676198584569 52.22093048695095, 4.733814256761221 52.22093048695095, 4.733814256761221 52.22273228875275))"
1384,1384,Aalsmeer,"POLYGON ((4.733814256761221 52.224534090554556, 4.73676198584569 52.224534090554556, 4.73676198584569 52.22273228875275, 4.733814256761221 52.22273228875275, 4.733814256761221 52.224534090554556))"
1385,1385,Aalsmeer,"POLYGON ((4.733814256761221 52.22633589235636, 4.73676198584569 52.22633589235636, 4.73676198584569 52.224534090554556, 4.733814256761221 52.224534090554556, 4.733814256761221 52.22633589235636))"
1386,1386,Aalsmeer,"POLYGON ((4.733814256761221 52.228137694158164, 4.73676198584569 52.228137694158164, 4.73676198584569 52.22633589235636, 4.733814256761221 52.22633589235636, 4.733814256761221 52.228137694158164))"
1387,1387,Aalsmeer,"POLYGON ((4.733814256761221 52.22993949595997, 4.73676198584569 52.22993949595997, 4.73676198584569 52.228137694158164, 4.733814256761221 52.228137694158164, 4.733814256761221 52.22993949595997))"
1388,1388,Aalsmeer,"POLYGON ((4.733814256761221 52.23174129776177, 4.73676198584569 52.23174129776177, 4.73676198584569 52.22993949595997, 4.733814256761221 52.22993949595997, 4.733814256761221 52.23174129776177))"
1389,1389,Aalsmeer,"POLYGON ((4.733814256761221 52.233543099563576, 4.73676198584569 52.233543099563576, 4.73676198584569 52.23174129776177, 4.733814256761221 52.23174129776177, 4.733814256761221 52.233543099563576))"
