OBJECTNUMMER,ElementID,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT
417,417,"LINESTRING(4.898805 52.359495,4.897591 52.35934,4.896974 52.359307,4.896384 52.359304)","LINESTRING(52.359495 4.898805,52.35934 4.897591,52.359307 4.896974,52.359304 4.896384)",4.8975945,52.3593995
418,418,"LINESTRING(4.898718 52.380747,4.896409 52.3816,4.894652 52.382703,4.893313 52.382953,4.893079 52.383572,4.892994 52.384127,4.893375 52.385201,4.893168 52.38585,4.892481 52.387374,4.891971 52.388392)","LINESTRING(52.380747 4.898718,52.3816 4.896409,52.382703 4.894652,52.382953 4.893313,52.383572 4.893079,52.384127 4.892994,52.385201 4.893375,52.38585 4.893168,52.387374 4.892481,52.388392 4.891971)",4.8953445,52.3845695
419,419,"LINESTRING(4.899206 52.35832,4.898236 52.358156,4.898046 52.358141,4.892921 52.358426)","LINESTRING(52.35832 4.899206,52.358156 4.898236,52.358141 4.898046,52.358426 4.892921)",4.8960635,52.3582835
420,420,"LINESTRING(4.899206 52.35832,4.899172 52.358521,4.898805 52.359495)","LINESTRING(52.35832 4.899206,52.358521 4.899172,52.359495 4.898805)",4.8990055,52.3589075
421,421,"LINESTRING(4.899314 52.357777,4.898163 52.357618,4.891008 52.358106,4.890438 52.358176,4.889454 52.358506,4.888468 52.358982,4.887957 52.359581,4.887121 52.360004)","LINESTRING(52.357777 4.899314,52.357618 4.898163,52.358106 4.891008,52.358176 4.890438,52.358506 4.889454,52.358982 4.888468,52.359581 4.887957,52.360004 4.887121)",4.8932175,52.358811
422,422,"LINESTRING(4.899314 52.357777,4.899206 52.35832)","LINESTRING(52.357777 4.899314,52.35832 4.899206)",4.89926,52.3580485
423,423,"LINESTRING(4.899838 52.375435,4.898818 52.374555,4.898022 52.373815,4.895725 52.371974,4.894845 52.371167,4.894636 52.370925,4.894108 52.369341)","LINESTRING(52.375435 4.899838,52.374555 4.898818,52.373815 4.898022,52.371974 4.895725,52.371167 4.894845,52.370925 4.894636,52.369341 4.894108)",4.896973,52.372388
424,424,"LINESTRING(4.900214 52.375292,4.899613 52.374718,4.898687 52.373943,4.897064 52.372651,4.896116 52.371858,4.8956 52.371456,4.895049 52.370878,4.894512 52.369377)","LINESTRING(52.375292 4.900214,52.374718 4.899613,52.373943 4.898687,52.372651 4.897064,52.371858 4.896116,52.371456 4.8956,52.370878 4.895049,52.369377 4.894512)",4.897363,52.3723345
425,425,"LINESTRING(4.900547 52.365812,4.896134 52.364979,4.895972 52.364919)","LINESTRING(52.365812 4.900547,52.364979 4.896134,52.364919 4.895972)",4.8982595,52.3653655
426,426,"LINESTRING(4.900547 52.365812,4.900178 52.366546,4.899062 52.366912,4.897011 52.367083,4.895438 52.366995,4.893544 52.367147)","LINESTRING(52.365812 4.900547,52.366546 4.900178,52.366912 4.899062,52.367083 4.897011,52.366995 4.895438,52.367147 4.893544)",4.8970455,52.3664795
427,427,"LINESTRING(4.900696 52.365514,4.895993 52.364626)","LINESTRING(52.365514 4.900696,52.364626 4.895993)",4.8983445,52.36507
428,428,"LINESTRING(4.901235 52.35483,4.899767 52.356729,4.899314 52.357777)","LINESTRING(52.35483 4.901235,52.356729 4.899767,52.357777 4.899314)",4.9002745,52.3563035
429,429,"LINESTRING(4.901235 52.35483,4.899018 52.354133,4.898367 52.354,4.894572 52.353239,4.891115 52.352783)","LINESTRING(52.35483 4.901235,52.354133 4.899018,52.354 4.898367,52.353239 4.894572,52.352783 4.891115)",4.896175,52.3538065
430,430,"LINESTRING(4.901189 52.364535,4.897859 52.363927,4.896267 52.3636,4.89607 52.363578)","LINESTRING(52.364535 4.901189,52.363927 4.897859,52.3636 4.896267,52.363578 4.89607)",4.8986295,52.3640565
431,431,"LINESTRING(4.901189 52.364535,4.900696 52.365514)","LINESTRING(52.364535 4.901189,52.365514 4.900696)",4.9009425,52.3650245
432,432,"LINESTRING(4.901355 52.364204,4.898862 52.363715,4.896097 52.363209)","LINESTRING(52.364204 4.901355,52.363715 4.898862,52.363209 4.896097)",4.898726,52.3637065
433,433,"LINESTRING(4.901881 52.366058,4.901602 52.366583)","LINESTRING(52.366058 4.901881,52.366583 4.901602)",4.9017415,52.3663205
434,434,"LINESTRING(4.901917 52.369914,4.901224 52.369583,4.89903 52.367596,4.901602 52.366583)","LINESTRING(52.369914 4.901917,52.369583 4.901224,52.367596 4.89903,52.366583 4.901602)",4.9004735,52.3682485
435,435,"LINESTRING(4.902045 52.36283,4.901355 52.364204)","LINESTRING(52.36283 4.902045,52.364204 4.901355)",4.9017,52.363517
436,436,"LINESTRING(4.902045 52.36283,4.8991 52.36231,4.898124 52.362098,4.896449 52.36181,4.896202 52.361783)","LINESTRING(52.36283 4.902045,52.36231 4.8991,52.362098 4.898124,52.36181 4.896449,52.361783 4.896202)",4.8991235,52.3623065
437,437,"LINESTRING(4.902197 52.36253,4.896226 52.361459)","LINESTRING(52.36253 4.902197,52.361459 4.896226)",4.8992115,52.3619945
438,438,"LINESTRING(4.902132 52.376334,4.900493 52.37316,4.899966 52.372848,4.899158 52.371756,4.89848 52.371022,4.895865 52.368345)","LINESTRING(52.376334 4.902132,52.37316 4.900493,52.372848 4.899966,52.371756 4.899158,52.371022 4.89848,52.368345 4.895865)",4.8989985,52.3723395
439,439,"LINESTRING(4.902504 52.364789,4.902028 52.365779)","LINESTRING(52.364789 4.902504,52.365779 4.902028)",4.902266,52.365284
440,440,"LINESTRING(4.902562 52.376018,4.900782 52.372392,4.900056 52.372086,4.898121 52.370028,4.896067 52.367778)","LINESTRING(52.376018 4.902562,52.372392 4.900782,52.372086 4.900056,52.370028 4.898121,52.367778 4.896067)",4.8993145,52.371898
441,441,"LINESTRING(4.902939 52.345557,4.902643 52.346346)","LINESTRING(52.345557 4.902939,52.346346 4.902643)",4.902791,52.3459515
442,442,"LINESTRING(4.902775 52.361392,4.896323 52.36013)","LINESTRING(52.361392 4.902775,52.36013 4.896323)",4.899549,52.360761
443,443,"LINESTRING(4.902775 52.361392,4.902197 52.36253)","LINESTRING(52.361392 4.902775,52.36253 4.902197)",4.902486,52.361961
444,444,"LINESTRING(4.903362 52.360236,4.900873 52.359788,4.898805 52.359495)","LINESTRING(52.360236 4.903362,52.359788 4.900873,52.359495 4.898805)",4.9010835,52.3598655
445,445,"LINESTRING(4.903362 52.360236,4.902775 52.361392)","LINESTRING(52.360236 4.903362,52.361392 4.902775)",4.9030685,52.360814
446,446,"LINESTRING(4.903403 52.363086,4.902664 52.364441)","LINESTRING(52.363086 4.903403,52.364441 4.902664)",4.9030335,52.3637635
447,447,"LINESTRING(4.903978 52.346137,4.903346 52.3455,4.903178 52.345374,4.895674 52.34266,4.893732 52.342009)","LINESTRING(52.346137 4.903978,52.3455 4.903346,52.345374 4.903178,52.34266 4.895674,52.342009 4.893732)",4.898855,52.344073
448,448,"LINESTRING(4.903978 52.346137,4.90269 52.346548,4.891081 52.347129)","LINESTRING(52.346137 4.903978,52.346548 4.90269,52.347129 4.891081)",4.8975295,52.346633
449,449,"LINESTRING(4.903362 52.360236,4.903895 52.359188,4.901814 52.358802)","LINESTRING(52.360236 4.903362,52.359188 4.903895,52.358802 4.901814)",4.9028545,52.359519
450,450,"LINESTRING(4.904133 52.349259,4.902756 52.352945,4.902628 52.353134,4.901235 52.35483)","LINESTRING(52.349259 4.904133,52.352945 4.902756,52.353134 4.902628,52.35483 4.901235)",4.902684,52.3520445
451,451,"LINESTRING(4.904133 52.349259,4.896349 52.348202,4.894986 52.34823,4.891244 52.348441)","LINESTRING(52.349259 4.904133,52.348202 4.896349,52.34823 4.894986,52.348441 4.891244)",4.8976885,52.3487305
452,452,"LINESTRING(4.904271 52.348891,4.896295 52.347741,4.891184 52.348014)","LINESTRING(52.348891 4.904271,52.347741 4.896295,52.348014 4.891184)",4.8977275,52.348316
453,453,"LINESTRING(4.904271 52.348891,4.904133 52.349259)","LINESTRING(52.348891 4.904271,52.349259 4.904133)",4.904202,52.349075
454,454,"LINESTRING(4.904134 52.361646,4.903552 52.362791)","LINESTRING(52.361646 4.904134,52.362791 4.903552)",4.903843,52.3622185
455,455,"LINESTRING(4.904768 52.366629,4.904207 52.367518)","LINESTRING(52.366629 4.904768,52.367518 4.904207)",4.9044875,52.3670735
456,456,"LINESTRING(4.904768 52.366629,4.901881 52.366058)","LINESTRING(52.366629 4.904768,52.366058 4.901881)",4.9033245,52.3663435
457,457,"LINESTRING(4.904954 52.366334,4.902028 52.365779)","LINESTRING(52.366334 4.904954,52.365779 4.902028)",4.903491,52.3660565
458,458,"LINESTRING(4.905226 52.346305,4.903978 52.346137)","LINESTRING(52.346305 4.905226,52.346137 4.903978)",4.904602,52.346221
459,459,"LINESTRING(4.905226 52.346305,4.904271 52.348891)","LINESTRING(52.346305 4.905226,52.348891 4.904271)",4.9047485,52.347598
460,460,"LINESTRING(4.905135 52.35601,4.904786 52.355926,4.901235 52.35483)","LINESTRING(52.35601 4.905135,52.355926 4.904786,52.35483 4.901235)",4.903185,52.35542
461,461,"LINESTRING(4.905135 52.35601,4.903901 52.358733,4.899314 52.357777)","LINESTRING(52.35601 4.905135,52.358733 4.903901,52.357777 4.899314)",4.9022245,52.3573715
462,462,"LINESTRING(4.905216 52.36059,4.904759 52.360497,4.904651 52.360628,4.904134 52.361646)","LINESTRING(52.36059 4.905216,52.360497 4.904759,52.360628 4.904651,52.361646 4.904134)",4.904675,52.3610715
463,463,"LINESTRING(4.905559 52.365377,4.902504 52.364789)","LINESTRING(52.365377 4.905559,52.364789 4.902504)",4.9040315,52.365083
464,464,"LINESTRING(4.905559 52.365377,4.904954 52.366334)","LINESTRING(52.365377 4.905559,52.366334 4.904954)",4.9052565,52.3658555
465,465,"LINESTRING(4.903019 52.37559,4.902554 52.374347,4.903111 52.37345,4.905562 52.372095,4.90163 52.370364)","LINESTRING(52.37559 4.903019,52.374347 4.902554,52.37345 4.903111,52.372095 4.905562,52.370364 4.90163)",4.903596,52.372977
466,466,"LINESTRING(4.905771 52.365041,4.902664 52.364441)","LINESTRING(52.365041 4.905771,52.364441 4.902664)",4.9042175,52.364741
467,467,"LINESTRING(4.905927 52.359135,4.905216 52.36059)","LINESTRING(52.359135 4.905927,52.36059 4.905216)",4.9055715,52.3598625
468,468,"LINESTRING(4.906357 52.371746,4.902478 52.370129)","LINESTRING(52.371746 4.906357,52.370129 4.902478)",4.9044175,52.3709375
469,469,"LINESTRING(4.906629 52.363682,4.903403 52.363086)","LINESTRING(52.363682 4.906629,52.363086 4.903403)",4.905016,52.363384
470,470,"LINESTRING(4.906629 52.363682,4.905771 52.365041)","LINESTRING(52.363682 4.906629,52.365041 4.905771)",4.9062,52.3643615
471,471,"LINESTRING(4.906441 52.384425,4.906409 52.384314,4.906399 52.383735,4.906371 52.383562,4.906077 52.383409,4.903211 52.382141)","LINESTRING(52.384425 4.906441,52.384314 4.906409,52.383735 4.906399,52.383562 4.906371,52.383409 4.906077,52.382141 4.903211)",4.904826,52.383283
472,472,"LINESTRING(4.906818 52.363383,4.903552 52.362791)","LINESTRING(52.363383 4.906818,52.362791 4.903552)",4.905185,52.363087
473,473,"LINESTRING(4.906857 52.367453,4.906701 52.367348,4.905832 52.366908,4.905016 52.366678,4.904768 52.366629)","LINESTRING(52.367453 4.906857,52.367348 4.906701,52.366908 4.905832,52.366678 4.905016,52.366629 4.904768)",4.9058125,52.367041
474,474,"LINESTRING(4.906857 52.367453,4.905975 52.36775,4.905337 52.368005)","LINESTRING(52.367453 4.906857,52.36775 4.905975,52.368005 4.905337)",4.906097,52.367729
475,475,"LINESTRING(4.907312 52.362569,4.906818 52.363383)","LINESTRING(52.362569 4.907312,52.363383 4.906818)",4.907065,52.362976
476,476,"LINESTRING(4.907312 52.362569,4.905249 52.362173)","LINESTRING(52.362569 4.907312,52.362173 4.905249)",4.9062805,52.362371
477,477,"LINESTRING(4.907446 52.35562,4.907139 52.356237,4.907032 52.356518,4.907046 52.356669,4.905927 52.359135)","LINESTRING(52.35562 4.907446,52.356237 4.907139,52.356518 4.907032,52.356669 4.907046,52.359135 4.905927)",4.9066865,52.3573775
478,478,"LINESTRING(4.907458 52.362304,4.904134 52.361646)","LINESTRING(52.362304 4.907458,52.361646 4.904134)",4.905796,52.361975
479,479,"LINESTRING(4.908009 52.340201,4.907466 52.340085,4.907148 52.340124,4.905809 52.340106,4.898958 52.340392,4.8941 52.340636,4.89357 52.340676)","LINESTRING(52.340201 4.908009,52.340085 4.907466,52.340124 4.907148,52.340106 4.905809,52.340392 4.898958,52.340636 4.8941,52.340676 4.89357)",4.9007895,52.3403805
480,480,"LINESTRING(4.908009 52.340201,4.907919 52.340283,4.907567 52.340511,4.907407 52.340734,4.907207 52.341084,4.905978 52.344265,4.905226 52.346305)","LINESTRING(52.340201 4.908009,52.340283 4.907919,52.340511 4.907567,52.340734 4.907407,52.341084 4.907207,52.344265 4.905978,52.346305 4.905226)",4.9066175,52.343253
481,481,"LINESTRING(4.907779 52.363894,4.906629 52.363682)","LINESTRING(52.363894 4.907779,52.363682 4.906629)",4.907204,52.363788
482,482,"LINESTRING(4.907874 52.365823,4.905559 52.365377)","LINESTRING(52.365823 4.907874,52.365377 4.905559)",4.9067165,52.3656
483,483,"LINESTRING(4.895161 52.322607,4.895246 52.322475,4.895604 52.322187,4.896219 52.321745,4.896434 52.321621,4.896741 52.321504,4.89756 52.321291,4.898041 52.321204,4.899045 52.321096,4.900176 52.321087,4.900749 52.321052,4.901334 52.321001,4.902007 52.320876,4.902906 52.32058,4.904444 52.319971,4.905364 52.319691,4.90659 52.319372,4.907307 52.319167,4.907882 52.318926,4.908271 52.318714,4.908444 52.31851,4.908478 52.318264,4.908368 52.318091,4.908139 52.317873,4.907897 52.317696,4.907536 52.317542,4.906082 52.317126,4.90541 52.316878,4.90521 52.316736,4.905024 52.316539,4.90483 52.316269,4.904754 52.316041,4.90476 52.315875,4.90481 52.315688,4.905286 52.314871,4.905424 52.314597,4.905496 52.314348,4.905513 52.314009,4.905468 52.313784,4.905375 52.313513,4.905174 52.313148,4.905076 52.312923,4.904814 52.312505,4.904691 52.312213,4.904598 52.311865,4.904559 52.311448,4.904565 52.311268,4.904709 52.310515,4.904879 52.310064,4.905394 52.309322,4.905932 52.308744,4.906986 52.3077,4.907163 52.307471,4.907235 52.307292,4.907242 52.307035,4.907179 52.306855,4.907056 52.306577,4.906961 52.306424,4.906633 52.306077,4.905915 52.305513,4.904305 52.304332,4.902759 52.303299,4.901008 52.302208,4.900513 52.301952,4.900075 52.301758,4.899807 52.301615,4.899542 52.301397,4.898771 52.300864,4.898339 52.30052,4.898266 52.300443,4.89818 52.300309,4.898057 52.299912,4.898008 52.299671,4.897964 52.299255,4.898332 52.298692,4.898708 52.298227,4.89895 52.298004,4.899855 52.297461)","LINESTRING(52.322607 4.895161,52.322475 4.895246,52.322187 4.895604,52.321745 4.896219,52.321621 4.896434,52.321504 4.896741,52.321291 4.89756,52.321204 4.898041,52.321096 4.899045,52.321087 4.900176,52.321052 4.900749,52.321001 4.901334,52.320876 4.902007,52.32058 4.902906,52.319971 4.904444,52.319691 4.905364,52.319372 4.90659,52.319167 4.907307,52.318926 4.907882,52.318714 4.908271,52.31851 4.908444,52.318264 4.908478,52.318091 4.908368,52.317873 4.908139,52.317696 4.907897,52.317542 4.907536,52.317126 4.906082,52.316878 4.90541,52.316736 4.90521,52.316539 4.905024,52.316269 4.90483,52.316041 4.904754,52.315875 4.90476,52.315688 4.90481,52.314871 4.905286,52.314597 4.905424,52.314348 4.905496,52.314009 4.905513,52.313784 4.905468,52.313513 4.905375,52.313148 4.905174,52.312923 4.905076,52.312505 4.904814,52.312213 4.904691,52.311865 4.904598,52.311448 4.904559,52.311268 4.904565,52.310515 4.904709,52.310064 4.904879,52.309322 4.905394,52.308744 4.905932,52.3077 4.906986,52.307471 4.907163,52.307292 4.907235,52.307035 4.907242,52.306855 4.907179,52.306577 4.907056,52.306424 4.906961,52.306077 4.906633,52.305513 4.905915,52.304332 4.904305,52.303299 4.902759,52.302208 4.901008,52.301952 4.900513,52.301758 4.900075,52.301615 4.899807,52.301397 4.899542,52.300864 4.898771,52.30052 4.898339,52.300443 4.898266,52.300309 4.89818,52.299912 4.898057,52.299671 4.898008,52.299255 4.897964,52.298692 4.898332,52.298227 4.898708,52.298004 4.89895,52.297461 4.899855)",4.9018195,52.310034
484,484,"LINESTRING(4.908069 52.361192,4.905216 52.36059)","LINESTRING(52.361192 4.908069,52.36059 4.905216)",4.9066425,52.360891
485,485,"LINESTRING(4.908069 52.361192,4.907458 52.362304)","LINESTRING(52.361192 4.908069,52.362304 4.907458)",4.9077635,52.361748
486,486,"LINESTRING(4.907964 52.372371,4.906987 52.371951)","LINESTRING(52.372371 4.907964,52.371951 4.906987)",4.9074755,52.372161
487,487,"LINESTRING(4.908583 52.360258,4.908069 52.361192)","LINESTRING(52.360258 4.908583,52.361192 4.908069)",4.908326,52.360725
488,488,"LINESTRING(4.908583 52.360258,4.908404 52.360228,4.905927 52.359135)","LINESTRING(52.360258 4.908583,52.360228 4.908404,52.359135 4.905927)",4.907255,52.3596965
489,489,"LINESTRING(4.908727 52.365613,4.905771 52.365041)","LINESTRING(52.365613 4.908727,52.365041 4.905771)",4.907249,52.365327
490,490,"LINESTRING(4.9097 52.338135,4.909086 52.337695,4.909071 52.337476,4.909104 52.337187,4.909312 52.336526,4.909379 52.335928,4.90934 52.335543,4.909197 52.335019,4.909 52.334741,4.908344 52.33414,4.908119 52.333995,4.907256 52.33358,4.906709 52.33338,4.905996 52.333153,4.904892 52.332886,4.903952 52.332808,4.902304 52.332871,4.901815 52.332943,4.90137 52.332984,4.901012 52.332977,4.900638 52.332896,4.900169 52.332723)","LINESTRING(52.338135 4.9097,52.337695 4.909086,52.337476 4.909071,52.337187 4.909104,52.336526 4.909312,52.335928 4.909379,52.335543 4.90934,52.335019 4.909197,52.334741 4.909,52.33414 4.908344,52.333995 4.908119,52.33358 4.907256,52.33338 4.906709,52.333153 4.905996,52.332886 4.904892,52.332808 4.903952,52.332871 4.902304,52.332943 4.901815,52.332984 4.90137,52.332977 4.901012,52.332896 4.900638,52.332723 4.900169)",4.9049345,52.335429
491,491,"LINESTRING(4.909743 52.350061,4.908187 52.34985,4.904133 52.349259)","LINESTRING(52.350061 4.909743,52.34985 4.908187,52.349259 4.904133)",4.906938,52.34966
492,492,"LINESTRING(4.909743 52.350061,4.908377 52.352367,4.907747 52.353147,4.90667 52.354078,4.905135 52.35601)","LINESTRING(52.350061 4.909743,52.352367 4.908377,52.353147 4.907747,52.354078 4.90667,52.35601 4.905135)",4.907439,52.3530355
493,493,"LINESTRING(4.909911 52.349604,4.909743 52.350061)","LINESTRING(52.349604 4.909911,52.350061 4.909743)",4.909827,52.3498325
494,494,"LINESTRING(4.909911 52.349604,4.906299 52.349183,4.904271 52.348891)","LINESTRING(52.349604 4.909911,52.349183 4.906299,52.348891 4.904271)",4.907091,52.3492475
495,495,"LINESTRING(4.910284 52.318449,4.910045 52.318063,4.909881 52.317849,4.909187 52.317363,4.908883 52.317226,4.908489 52.317074,4.907364 52.316694,4.906788 52.31652,4.906638 52.316441,4.906171 52.315995,4.906077 52.315823,4.906046 52.315645,4.906122 52.31544,4.906334 52.315124,4.906525 52.31479,4.906716 52.314104,4.906723 52.313816,4.906602 52.313503,4.906004 52.312533,4.905861 52.312254,4.905734 52.311697,4.905708 52.311372,4.905742 52.310936,4.905856 52.310441,4.906048 52.31,4.906729 52.308986,4.907125 52.308668,4.907705 52.308155,4.907908 52.307918,4.908052 52.307699,4.908338 52.307079,4.908389 52.306914,4.908371 52.306758,4.908277 52.306553,4.907516 52.305681,4.90723 52.305408,4.906341 52.304858,4.905866 52.304476,4.905671 52.304278,4.905047 52.303839,4.904584 52.303595,4.904347 52.303451,4.903955 52.303148,4.902917 52.302472,4.900661 52.301145,4.89978 52.300536,4.899519 52.300335,4.899248 52.300035,4.899113 52.299817,4.899084 52.299622,4.899223 52.299445,4.899387 52.299349,4.899587 52.299283,4.899771 52.299158,4.899966 52.298899)","LINESTRING(52.318449 4.910284,52.318063 4.910045,52.317849 4.909881,52.317363 4.909187,52.317226 4.908883,52.317074 4.908489,52.316694 4.907364,52.31652 4.906788,52.316441 4.906638,52.315995 4.906171,52.315823 4.906077,52.315645 4.906046,52.31544 4.906122,52.315124 4.906334,52.31479 4.906525,52.314104 4.906716,52.313816 4.906723,52.313503 4.906602,52.312533 4.906004,52.312254 4.905861,52.311697 4.905734,52.311372 4.905708,52.310936 4.905742,52.310441 4.905856,52.31 4.906048,52.308986 4.906729,52.308668 4.907125,52.308155 4.907705,52.307918 4.907908,52.307699 4.908052,52.307079 4.908338,52.306914 4.908389,52.306758 4.908371,52.306553 4.908277,52.305681 4.907516,52.305408 4.90723,52.304858 4.906341,52.304476 4.905866,52.304278 4.905671,52.303839 4.905047,52.303595 4.904584,52.303451 4.904347,52.303148 4.903955,52.302472 4.902917,52.301145 4.900661,52.300536 4.89978,52.300335 4.899519,52.300035 4.899248,52.299817 4.899113,52.299622 4.899084,52.299445 4.899223,52.299349 4.899387,52.299283 4.899587,52.299158 4.899771,52.298899 4.899966)",4.904684,52.308674
496,496,"LINESTRING(4.910319 52.318505,4.910325 52.318582,4.910158 52.318746,4.909549 52.319152,4.909176 52.319352,4.907035 52.320056,4.905927 52.320348,4.905513 52.320471,4.905195 52.32059,4.904739 52.320803,4.904002 52.321104,4.903603 52.321299,4.90288 52.321538,4.902324 52.321676,4.900966 52.321872,4.898724 52.321838,4.898402 52.321899,4.897896 52.322154,4.897227 52.322411,4.896833 52.322592,4.896341 52.322922,4.896131 52.323184,4.896007 52.323451,4.895899 52.32376,4.895888 52.324102,4.896085 52.324693,4.896581 52.325497,4.897014 52.326298,4.897226 52.326754,4.897566 52.327217,4.897766 52.32764,4.897947 52.327906,4.898474 52.328444,4.899127 52.329032,4.899402 52.329388,4.899672 52.329864,4.899812 52.33035,4.899806 52.330884,4.899758 52.331086,4.899584 52.331356,4.899474 52.331629)","LINESTRING(52.318505 4.910319,52.318582 4.910325,52.318746 4.910158,52.319152 4.909549,52.319352 4.909176,52.320056 4.907035,52.320348 4.905927,52.320471 4.905513,52.32059 4.905195,52.320803 4.904739,52.321104 4.904002,52.321299 4.903603,52.321538 4.90288,52.321676 4.902324,52.321872 4.900966,52.321838 4.898724,52.321899 4.898402,52.322154 4.897896,52.322411 4.897227,52.322592 4.896833,52.322922 4.896341,52.323184 4.896131,52.323451 4.896007,52.32376 4.895899,52.324102 4.895888,52.324693 4.896085,52.325497 4.896581,52.326298 4.897014,52.326754 4.897226,52.327217 4.897566,52.32764 4.897766,52.327906 4.897947,52.328444 4.898474,52.329032 4.899127,52.329388 4.899402,52.329864 4.899672,52.33035 4.899812,52.330884 4.899806,52.331086 4.899758,52.331356 4.899584,52.331629 4.899474)",4.9031065,52.325067
497,497,"LINESTRING(4.910494 52.372184,4.908935 52.372694,4.908134 52.372599,4.907614 52.372865,4.907354 52.37315,4.905383 52.374254,4.904744 52.374588,4.903748 52.375193,4.903533 52.375828,4.902333 52.376874)","LINESTRING(52.372184 4.910494,52.372694 4.908935,52.372599 4.908134,52.372865 4.907614,52.37315 4.907354,52.374254 4.905383,52.374588 4.904744,52.375193 4.903748,52.375828 4.903533,52.376874 4.902333)",4.9064135,52.374529
498,498,"LINESTRING(4.910677 52.363215,4.907312 52.362569)","LINESTRING(52.363215 4.910677,52.362569 4.907312)",4.9089945,52.362892
499,499,"LINESTRING(4.91075 52.362944,4.907458 52.362304)","LINESTRING(52.362944 4.91075,52.362304 4.907458)",4.909104,52.362624
500,500,"LINESTRING(4.910725 52.371562,4.908875 52.3703,4.903697 52.368337,4.901602 52.366583)","LINESTRING(52.371562 4.910725,52.3703 4.908875,52.368337 4.903697,52.366583 4.901602)",4.9061635,52.3690725
501,501,"LINESTRING(4.910892 52.356406,4.907678 52.355608,4.907495 52.355586,4.907446 52.35562)","LINESTRING(52.356406 4.910892,52.355608 4.907678,52.355586 4.907495,52.35562 4.907446)",4.909169,52.355996
502,502,"LINESTRING(4.910892 52.356406,4.909255 52.359037,4.908583 52.360258)","LINESTRING(52.356406 4.910892,52.359037 4.909255,52.360258 4.908583)",4.9097375,52.358332
503,503,"LINESTRING(4.910938 52.36413,4.906818 52.363383)","LINESTRING(52.36413 4.910938,52.363383 4.906818)",4.908878,52.3637565
504,504,"LINESTRING(4.910938 52.36413,4.910677 52.363215)","LINESTRING(52.36413 4.910938,52.363215 4.910677)",4.9108075,52.3636725
505,505,"LINESTRING(4.911332 52.361876,4.91075 52.362944)","LINESTRING(52.361876 4.911332,52.362944 4.91075)",4.911041,52.36241
506,506,"LINESTRING(4.911332 52.361876,4.908069 52.361192)","LINESTRING(52.361876 4.911332,52.361192 4.908069)",4.9097005,52.361534
507,507,"LINESTRING(4.91152 52.347152,4.905226 52.346305)","LINESTRING(52.347152 4.91152,52.346305 4.905226)",4.908373,52.3467285
508,508,"LINESTRING(4.91152 52.347152,4.911154 52.347872,4.910317 52.348492,4.909911 52.349604)","LINESTRING(52.347152 4.91152,52.347872 4.911154,52.348492 4.910317,52.349604 4.909911)",4.9107155,52.348378
509,509,"LINESTRING(4.911767 52.366418,4.910541 52.365081,4.910957 52.364195,4.910938 52.36413)","LINESTRING(52.366418 4.911767,52.365081 4.910541,52.364195 4.910957,52.36413 4.910938)",4.911154,52.365274
510,510,"LINESTRING(4.912315 52.371052,4.911246 52.371407,4.910725 52.371562)","LINESTRING(52.371052 4.912315,52.371407 4.911246,52.371562 4.910725)",4.91152,52.371307
511,511,"LINESTRING(4.912315 52.371052,4.911073 52.370276,4.906857 52.367453)","LINESTRING(52.371052 4.912315,52.370276 4.911073,52.367453 4.906857)",4.909586,52.3692525
512,512,"LINESTRING(4.912927 52.330627,4.912232 52.335325,4.912113 52.335805,4.911837 52.336365,4.911545 52.336765,4.911016 52.337302,4.91003 52.338222)","LINESTRING(52.330627 4.912927,52.335325 4.912232,52.335805 4.912113,52.336365 4.911837,52.336765 4.911545,52.337302 4.911016,52.338222 4.91003)",4.9114785,52.3344245
513,513,"LINESTRING(4.913065 52.367833,4.911767 52.366418)","LINESTRING(52.367833 4.913065,52.366418 4.911767)",4.912416,52.3671255
514,514,"LINESTRING(4.913137 52.363674,4.910677 52.363215)","LINESTRING(52.363674 4.913137,52.363215 4.910677)",4.911907,52.3634445
515,515,"LINESTRING(4.913575 52.342924,4.91311 52.342532,4.913032 52.342433,4.912699 52.342174,4.912443 52.341931,4.912185 52.341728,4.911609 52.341368,4.910837 52.341009,4.910191 52.340753,4.909169 52.340448,4.908753 52.340375,4.908009 52.340201)","LINESTRING(52.342924 4.913575,52.342532 4.91311,52.342433 4.913032,52.342174 4.912699,52.341931 4.912443,52.341728 4.912185,52.341368 4.911609,52.341009 4.910837,52.340753 4.910191,52.340448 4.909169,52.340375 4.908753,52.340201 4.908009)",4.910792,52.3415625
516,516,"LINESTRING(4.913575 52.342924,4.913424 52.343189,4.91321 52.343262,4.912859 52.343273,4.912815 52.343325,4.912854 52.343774,4.912807 52.343985,4.912527 52.344564,4.912408 52.344878,4.912261 52.34542,4.912069 52.345908,4.911761 52.34658,4.911642 52.346932,4.91152 52.347152)","LINESTRING(52.342924 4.913575,52.343189 4.913424,52.343262 4.91321,52.343273 4.912859,52.343325 4.912815,52.343774 4.912854,52.343985 4.912807,52.344564 4.912527,52.344878 4.912408,52.34542 4.912261,52.345908 4.912069,52.34658 4.911761,52.346932 4.911642,52.347152 4.91152)",4.9125475,52.345038
