OBJECTNUMMER,ElementID,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT
627,627,"LINESTRING(4.941007 52.358251,4.940072 52.360808,4.939706 52.361637)","LINESTRING(52.358251 4.941007,52.360808 4.940072,52.361637 4.939706)",4.9403565,52.359944
628,628,"LINESTRING(4.940445 52.356985,4.940993 52.357603,4.941039 52.357852,4.941007 52.358251)","LINESTRING(52.356985 4.940445,52.357603 4.940993,52.357852 4.941039,52.358251 4.941007)",4.940742,52.357618
629,629,"LINESTRING(4.941597 52.337221,4.939971 52.338014,4.938659 52.338745,4.932247 52.342874)","LINESTRING(52.337221 4.941597,52.338014 4.939971,52.338745 4.938659,52.342874 4.932247)",4.936922,52.3400475
630,630,"LINESTRING(4.941737 52.394905,4.940665 52.395217,4.940421 52.395254,4.940237 52.395227,4.93667 52.393983,4.936225 52.393818)","LINESTRING(52.394905 4.941737,52.395217 4.940665,52.395254 4.940421,52.395227 4.940237,52.393983 4.93667,52.393818 4.936225)",4.938981,52.394536
631,631,"LINESTRING(4.942249 52.355139,4.935083 52.350942)","LINESTRING(52.355139 4.942249,52.350942 4.935083)",4.938666,52.3530405
632,632,"LINESTRING(4.942867 52.309224,4.939998 52.3082)","LINESTRING(52.309224 4.942867,52.3082 4.939998)",4.9414325,52.308712
633,633,"LINESTRING(4.942692 52.395679,4.941827 52.394926,4.941737 52.394905)","LINESTRING(52.395679 4.942692,52.394926 4.941827,52.394905 4.941737)",4.9422145,52.395292
634,634,"LINESTRING(4.942692 52.395679,4.940395 52.396562,4.933608 52.399269)","LINESTRING(52.395679 4.942692,52.396562 4.940395,52.399269 4.933608)",4.93815,52.397474
635,635,"LINESTRING(4.944071 52.32249,4.940996 52.321439)","LINESTRING(52.32249 4.944071,52.321439 4.940996)",4.9425335,52.3219645
636,636,"LINESTRING(4.944071 52.32249,4.942299 52.324448)","LINESTRING(52.32249 4.944071,52.324448 4.942299)",4.943185,52.323469
637,637,"LINESTRING(4.944717 52.302044,4.941235 52.300791,4.936025 52.306759,4.939998 52.3082)","LINESTRING(52.302044 4.944717,52.300791 4.941235,52.306759 4.936025,52.3082 4.939998)",4.940371,52.3044955
638,638,"LINESTRING(4.944717 52.302044,4.944623 52.302176,4.944371 52.302724,4.942087 52.305293,4.941396 52.306034,4.940803 52.306924,4.940701 52.307194,4.940494 52.307566,4.940184 52.30792,4.939998 52.3082)","LINESTRING(52.302044 4.944717,52.302176 4.944623,52.302724 4.944371,52.305293 4.942087,52.306034 4.941396,52.306924 4.940803,52.307194 4.940701,52.307566 4.940494,52.30792 4.940184,52.3082 4.939998)",4.9423575,52.305122
639,639,"LINESTRING(4.944521 52.321999,4.940916 52.320785)","LINESTRING(52.321999 4.944521,52.320785 4.940916)",4.9427185,52.321392
640,640,"LINESTRING(4.944351 52.350172,4.94023 52.347724)","LINESTRING(52.350172 4.944351,52.347724 4.94023)",4.9422905,52.348948
641,641,"LINESTRING(4.944887 52.32277,4.942897 52.324969)","LINESTRING(52.32277 4.944887,52.324969 4.942897)",4.943892,52.3238695
642,642,"LINESTRING(4.944887 52.32277,4.944071 52.32249)","LINESTRING(52.32277 4.944887,52.32249 4.944071)",4.944479,52.32263
643,643,"LINESTRING(4.945339 52.322275,4.944521 52.321999)","LINESTRING(52.322275 4.945339,52.321999 4.944521)",4.94493,52.322137
644,644,"LINESTRING(4.944778 52.397598,4.944405 52.397251,4.944335 52.397149,4.942692 52.395679)","LINESTRING(52.397598 4.944778,52.397251 4.944405,52.397149 4.944335,52.395679 4.942692)",4.943735,52.3966385
645,645,"LINESTRING(4.945682 52.344325,4.94023 52.347724)","LINESTRING(52.344325 4.945682,52.347724 4.94023)",4.942956,52.3460245
646,646,"LINESTRING(4.945426 52.399194,4.943336 52.399776,4.942851 52.399801,4.942029 52.399577,4.940924 52.399202,4.940528 52.399204,4.93948 52.399578,4.935829 52.401046)","LINESTRING(52.399194 4.945426,52.399776 4.943336,52.399801 4.942851,52.399577 4.942029,52.399202 4.940924,52.399204 4.940528,52.399578 4.93948,52.401046 4.935829)",4.9406275,52.40012
647,647,"LINESTRING(4.946617 52.377224,4.940785 52.377,4.937579 52.377073)","LINESTRING(52.377224 4.946617,52.377 4.940785,52.377073 4.937579)",4.942098,52.377112
648,648,"LINESTRING(4.9473 52.318947,4.944521 52.321999)","LINESTRING(52.318947 4.9473,52.321999 4.944521)",4.9459105,52.320473
649,649,"LINESTRING(4.946921 52.362863,4.940041 52.363754,4.939544 52.363762)","LINESTRING(52.362863 4.946921,52.363754 4.940041,52.363762 4.939544)",4.9432325,52.3633125
650,650,"LINESTRING(4.946921 52.362863,4.946896 52.362796,4.946617 52.362657,4.939706 52.361637)","LINESTRING(52.362863 4.946921,52.362796 4.946896,52.362657 4.946617,52.361637 4.939706)",4.9433135,52.36225
651,651,"LINESTRING(4.947039 52.351778,4.944351 52.350172)","LINESTRING(52.351778 4.947039,52.350172 4.944351)",4.945695,52.350975
652,652,"LINESTRING(4.947119 52.366195,4.94485 52.366165,4.939475 52.366143)","LINESTRING(52.366195 4.947119,52.366165 4.94485,52.366143 4.939475)",4.943297,52.366169
653,653,"LINESTRING(4.944717 52.302044,4.948141 52.303291,4.942867 52.309224)","LINESTRING(52.302044 4.944717,52.303291 4.948141,52.309224 4.942867)",4.945504,52.305634
654,654,"LINESTRING(4.948117 52.319222,4.945339 52.322275)","LINESTRING(52.319222 4.948117,52.322275 4.945339)",4.946728,52.3207485
655,655,"LINESTRING(4.935829 52.401046,4.937196 52.402005,4.939615 52.404008,4.939876 52.404073,4.947417 52.400988,4.945426 52.399194)","LINESTRING(52.401046 4.935829,52.402005 4.937196,52.404008 4.939615,52.404073 4.939876,52.400988 4.947417,52.399194 4.945426)",4.941623,52.4016335
656,656,"LINESTRING(4.947821 52.392625,4.946416 52.393063,4.945838 52.393349,4.942956 52.394127,4.941737 52.394905)","LINESTRING(52.392625 4.947821,52.393063 4.946416,52.393349 4.945838,52.394127 4.942956,52.394905 4.941737)",4.944779,52.393765
657,657,"LINESTRING(4.948441 52.352524,4.948317 52.352431,4.948087 52.352355,4.947477 52.352039,4.947039 52.351778)","LINESTRING(52.352524 4.948441,52.352431 4.948317,52.352355 4.948087,52.352039 4.947477,52.351778 4.947039)",4.94774,52.352151
658,658,"LINESTRING(4.94879 52.317309,4.947609 52.318607)","LINESTRING(52.317309 4.94879,52.318607 4.947609)",4.9481995,52.317958
659,659,"LINESTRING(4.946921 52.362863,4.947755 52.3647,4.94791 52.364855,4.948187 52.365048,4.948438 52.365139,4.948638 52.365193,4.94797 52.365879,4.947698 52.366032,4.947119 52.366195)","LINESTRING(52.362863 4.946921,52.3647 4.947755,52.364855 4.94791,52.365048 4.948187,52.365139 4.948438,52.365193 4.948638,52.365879 4.94797,52.366032 4.947698,52.366195 4.947119)",4.9477795,52.364529
660,660,"LINESTRING(4.948775 52.393843,4.944238 52.395199,4.942692 52.395679)","LINESTRING(52.393843 4.948775,52.395199 4.944238,52.395679 4.942692)",4.9457335,52.394761
661,661,"LINESTRING(4.948775 52.393843,4.947821 52.392625)","LINESTRING(52.393843 4.948775,52.392625 4.947821)",4.948298,52.393234
662,662,"LINESTRING(4.949412 52.332271,4.948694 52.332997,4.947851 52.333678,4.946273 52.33457,4.942301 52.336862)","LINESTRING(52.332271 4.949412,52.332997 4.948694,52.333678 4.947851,52.33457 4.946273,52.336862 4.942301)",4.9458565,52.3345665
663,663,"LINESTRING(4.949412 52.332271,4.948768 52.332053,4.94815 52.331921,4.947839 52.331802,4.947502 52.331699,4.947285 52.331561,4.945266 52.330869,4.945039 52.330851,4.944517 52.330682,4.944253 52.330524,4.942567 52.329964,4.94217 52.329877,4.941343 52.329555,4.941063 52.329497,4.94078 52.329463,4.940421 52.329493,4.937806 52.329809,4.937503 52.329884,4.936135 52.330046,4.935962 52.33003,4.934172 52.330214,4.934003 52.330271,4.933805 52.330423,4.933145 52.330199,4.932726 52.33003,4.932002 52.329651,4.928057 52.328297,4.927673 52.328139)","LINESTRING(52.332271 4.949412,52.332053 4.948768,52.331921 4.94815,52.331802 4.947839,52.331699 4.947502,52.331561 4.947285,52.330869 4.945266,52.330851 4.945039,52.330682 4.944517,52.330524 4.944253,52.329964 4.942567,52.329877 4.94217,52.329555 4.941343,52.329497 4.941063,52.329463 4.94078,52.329493 4.940421,52.329809 4.937806,52.329884 4.937503,52.330046 4.936135,52.33003 4.935962,52.330214 4.934172,52.330271 4.934003,52.330423 4.933805,52.330199 4.933145,52.33003 4.932726,52.329651 4.932002,52.328297 4.928057,52.328139 4.927673)",4.9385425,52.330205
664,664,"LINESTRING(4.949586 52.317608,4.948427 52.318882)","LINESTRING(52.317608 4.949586,52.318882 4.948427)",4.9490065,52.318245
665,665,"LINESTRING(4.950046 52.34699,4.945682 52.344325)","LINESTRING(52.34699 4.950046,52.344325 4.945682)",4.947864,52.3456575
666,666,"LINESTRING(4.950046 52.34699,4.949277 52.347191,4.944351 52.350172)","LINESTRING(52.34699 4.950046,52.347191 4.949277,52.350172 4.944351)",4.9471985,52.348581
667,667,"LINESTRING(4.950584 52.317236,4.943391 52.314876)","LINESTRING(52.317236 4.950584,52.314876 4.943391)",4.9469875,52.316056
668,668,"LINESTRING(4.95059 52.32472,4.944887 52.32277)","LINESTRING(52.32472 4.95059,52.32277 4.944887)",4.9477385,52.323745
669,669,"LINESTRING(4.95098 52.324174,4.945339 52.322275)","LINESTRING(52.324174 4.95098,52.322275 4.945339)",4.9481595,52.3232245
670,670,"LINESTRING(4.950922 52.332691,4.950807 52.332584,4.950519 52.332482,4.949985 52.332459,4.949412 52.332271)","LINESTRING(52.332691 4.950922,52.332584 4.950807,52.332482 4.950519,52.332459 4.949985,52.332271 4.949412)",4.950167,52.332481
671,671,"LINESTRING(4.950922 52.332691,4.95073 52.332739,4.950466 52.332882,4.950271 52.333096,4.950086 52.333229,4.949744 52.333415,4.949238 52.333584,4.948856 52.333904,4.948478 52.334255,4.948155 52.334446,4.947525 52.334567,4.947329 52.334675,4.947065 52.334786,4.946512 52.334924,4.944941 52.335918,4.944509 52.336306,4.943793 52.336763,4.943166 52.337122,4.942581 52.337422,4.941968 52.337618,4.940648 52.338223,4.939401 52.33899,4.939 52.339207,4.938745 52.339441,4.938397 52.339696,4.937827 52.340033,4.937453 52.340294,4.936535 52.340852,4.935853 52.341312,4.934578 52.342121,4.933272 52.343076)","LINESTRING(52.332691 4.950922,52.332739 4.95073,52.332882 4.950466,52.333096 4.950271,52.333229 4.950086,52.333415 4.949744,52.333584 4.949238,52.333904 4.948856,52.334255 4.948478,52.334446 4.948155,52.334567 4.947525,52.334675 4.947329,52.334786 4.947065,52.334924 4.946512,52.335918 4.944941,52.336306 4.944509,52.336763 4.943793,52.337122 4.943166,52.337422 4.942581,52.337618 4.941968,52.338223 4.940648,52.33899 4.939401,52.339207 4.939,52.339441 4.938745,52.339696 4.938397,52.340033 4.937827,52.340294 4.937453,52.340852 4.936535,52.341312 4.935853,52.342121 4.934578,52.343076 4.933272)",4.942097,52.3378835
672,672,"LINESTRING(4.951333 52.306576,4.947521 52.310811,4.942867 52.309224)","LINESTRING(52.306576 4.951333,52.310811 4.947521,52.309224 4.942867)",4.9471,52.3086935
673,673,"LINESTRING(4.951333 52.306576,4.946731 52.305)","LINESTRING(52.306576 4.951333,52.305 4.946731)",4.949032,52.305788
674,674,"LINESTRING(4.952319 52.315314,4.950584 52.317236)","LINESTRING(52.315314 4.952319,52.317236 4.950584)",4.9514515,52.316275
675,675,"LINESTRING(4.952319 52.315314,4.946834 52.313441,4.948838 52.311259)","LINESTRING(52.315314 4.952319,52.313441 4.946834,52.311259 4.948838)",4.9495765,52.3132865
676,676,"LINESTRING(4.951565 52.397339,4.948775 52.393843)","LINESTRING(52.397339 4.951565,52.393843 4.948775)",4.95017,52.395591
677,677,"LINESTRING(4.951565 52.397339,4.948521 52.398207,4.946376 52.398929,4.945426 52.399194)","LINESTRING(52.397339 4.951565,52.398207 4.948521,52.398929 4.946376,52.399194 4.945426)",4.9484955,52.3982665
678,678,"LINESTRING(4.947039 52.351778,4.950979 52.349351,4.950965 52.348978,4.952121 52.348257,4.950046 52.34699)","LINESTRING(52.351778 4.947039,52.349351 4.950979,52.348978 4.950965,52.348257 4.952121,52.34699 4.950046)",4.94958,52.349384
679,679,"LINESTRING(4.952658 52.307029,4.948838 52.311259)","LINESTRING(52.307029 4.952658,52.311259 4.948838)",4.950748,52.309144
680,680,"LINESTRING(4.952658 52.307029,4.951333 52.306576)","LINESTRING(52.307029 4.952658,52.306576 4.951333)",4.9519955,52.3068025
681,681,"LINESTRING(4.952403 52.39084,4.951996 52.390725,4.949877 52.390271,4.948119 52.389873,4.94777 52.389863,4.94469 52.390759,4.944076 52.390733,4.943579 52.390909,4.943185 52.391308,4.942975 52.391444,4.942095 52.391699,4.941228 52.392051,4.940544 52.392389,4.940053 52.392575,4.937731 52.393231,4.936225 52.393818)","LINESTRING(52.39084 4.952403,52.390725 4.951996,52.390271 4.949877,52.389873 4.948119,52.389863 4.94777,52.390759 4.94469,52.390733 4.944076,52.390909 4.943579,52.391308 4.943185,52.391444 4.942975,52.391699 4.942095,52.392051 4.941228,52.392389 4.940544,52.392575 4.940053,52.393231 4.937731,52.393818 4.936225)",4.944314,52.3918405
682,682,"LINESTRING(4.952403 52.39084,4.952007 52.391378,4.950959 52.391726,4.950556 52.391948,4.949525 52.392243,4.948915 52.392284,4.947821 52.392625)","LINESTRING(52.39084 4.952403,52.391378 4.952007,52.391726 4.950959,52.391948 4.950556,52.392243 4.949525,52.392284 4.948915,52.392625 4.947821)",4.950112,52.3917325
683,683,"LINESTRING(4.95294 52.399081,4.951565 52.397339)","LINESTRING(52.399081 4.95294,52.397339 4.951565)",4.9522525,52.39821
684,684,"LINESTRING(4.954256 52.391418,4.953484 52.392468,4.951462 52.393046,4.948775 52.393843)","LINESTRING(52.391418 4.954256,52.392468 4.953484,52.393046 4.951462,52.393843 4.948775)",4.9515155,52.3926305
685,685,"LINESTRING(4.939649 52.368745,4.945551 52.3688,4.946162 52.368621,4.948356 52.368597,4.949575 52.368602,4.950012 52.368454,4.95071 52.368275,4.951007 52.368223,4.951547 52.36814,4.952053 52.368099,4.952627 52.368101,4.953149 52.368199,4.953669 52.368414,4.954118 52.368746,4.954359 52.369056,4.954477 52.369483,4.95442 52.369942,4.954111 52.371294)","LINESTRING(52.368745 4.939649,52.3688 4.945551,52.368621 4.946162,52.368597 4.948356,52.368602 4.949575,52.368454 4.950012,52.368275 4.95071,52.368223 4.951007,52.36814 4.951547,52.368099 4.952053,52.368101 4.952627,52.368199 4.953149,52.368414 4.953669,52.368746 4.954118,52.369056 4.954359,52.369483 4.954477,52.369942 4.95442,52.371294 4.954111)",4.947063,52.3696965
686,686,"LINESTRING(4.95479 52.344024,4.950046 52.34699)","LINESTRING(52.344024 4.95479,52.34699 4.950046)",4.952418,52.345507
687,687,"LINESTRING(4.95468 52.400885,4.9536 52.399902,4.95294 52.399081)","LINESTRING(52.400885 4.95468,52.399902 4.9536,52.399081 4.95294)",4.95381,52.399983
688,688,"LINESTRING(4.957069 52.314094,4.948838 52.311259)","LINESTRING(52.314094 4.957069,52.311259 4.948838)",4.9529535,52.3126765
689,689,"LINESTRING(4.957069 52.314094,4.955106 52.316265,4.952319 52.315314)","LINESTRING(52.314094 4.957069,52.316265 4.955106,52.315314 4.952319)",4.954694,52.3151795
690,690,"LINESTRING(4.957045 52.323844,4.950525 52.331145,4.949412 52.332271)","LINESTRING(52.323844 4.957045,52.331145 4.950525,52.332271 4.949412)",4.9532285,52.3280575
691,691,"LINESTRING(4.957045 52.323844,4.947535 52.320611,4.950584 52.317236)","LINESTRING(52.323844 4.957045,52.320611 4.947535,52.317236 4.950584)",4.95229,52.32054
692,692,"LINESTRING(4.956767 52.35762,4.956142 52.357226,4.951074 52.354189,4.95055 52.353833)","LINESTRING(52.35762 4.956767,52.357226 4.956142,52.354189 4.951074,52.353833 4.95055)",4.9536585,52.3557265
693,693,"LINESTRING(4.957286 52.392183,4.952403 52.39084)","LINESTRING(52.392183 4.957286,52.39084 4.952403)",4.9548445,52.3915115
694,694,"LINESTRING(4.957286 52.392183,4.954069 52.396475,4.953287 52.396847,4.951565 52.397339)","LINESTRING(52.392183 4.957286,52.396475 4.954069,52.396847 4.953287,52.397339 4.951565)",4.9544255,52.394761
695,695,"LINESTRING(4.95867 52.309087,4.952658 52.307029)","LINESTRING(52.309087 4.95867,52.307029 4.952658)",4.955664,52.308058
696,696,"LINESTRING(4.959497 52.288355,4.958965 52.288187,4.958339 52.288067,4.955675 52.288015,4.955169 52.288077,4.95461 52.288257,4.951813 52.289357,4.951549 52.28957,4.949171 52.292286,4.947807 52.293744,4.949524 52.294509,4.950842 52.29499)","LINESTRING(52.288355 4.959497,52.288187 4.958965,52.288067 4.958339,52.288015 4.955675,52.288077 4.955169,52.288257 4.95461,52.289357 4.951813,52.28957 4.951549,52.292286 4.949171,52.293744 4.947807,52.294509 4.949524,52.29499 4.950842)",4.953652,52.2915025
697,697,"LINESTRING(4.959497 52.288355,4.959351 52.288524,4.959237 52.288499,4.959144 52.288538,4.958832 52.288868,4.958485 52.288764,4.958333 52.28879,4.958205 52.28898,4.958035 52.289155,4.957905 52.289331,4.957784 52.289567,4.957703 52.289822,4.957659 52.290125,4.957518 52.29038,4.957167 52.2907,4.95674 52.290898,4.956364 52.290982,4.95576 52.29107,4.955123 52.291131,4.954658 52.291419,4.954189 52.291679,4.953711 52.292144,4.952193 52.293857,4.951966 52.293836,4.950842 52.29499)","LINESTRING(52.288355 4.959497,52.288524 4.959351,52.288499 4.959237,52.288538 4.959144,52.288868 4.958832,52.288764 4.958485,52.28879 4.958333,52.28898 4.958205,52.289155 4.958035,52.289331 4.957905,52.289567 4.957784,52.289822 4.957703,52.290125 4.957659,52.29038 4.957518,52.2907 4.957167,52.290898 4.95674,52.290982 4.956364,52.29107 4.95576,52.291131 4.955123,52.291419 4.954658,52.291679 4.954189,52.292144 4.953711,52.293857 4.952193,52.293836 4.951966,52.29499 4.950842)",4.9551695,52.2916725
698,698,"LINESTRING(4.960059 52.288525,4.959497 52.288355)","LINESTRING(52.288525 4.960059,52.288355 4.959497)",4.959778,52.28844
699,699,"LINESTRING(4.960597 52.33844,4.960488 52.338238,4.96043 52.338053,4.959847 52.337152,4.959747 52.337075,4.956398 52.335918,4.955729 52.335653,4.953981 52.333865,4.953822 52.333773,4.953217 52.333631,4.95295 52.333492,4.952537 52.333343,4.952427 52.333251,4.95188 52.333213,4.951794 52.33318,4.951674 52.33309,4.951174 52.332923,4.950922 52.332691)","LINESTRING(52.33844 4.960597,52.338238 4.960488,52.338053 4.96043,52.337152 4.959847,52.337075 4.959747,52.335918 4.956398,52.335653 4.955729,52.333865 4.953981,52.333773 4.953822,52.333631 4.953217,52.333492 4.95295,52.333343 4.952537,52.333251 4.952427,52.333213 4.95188,52.33318 4.951794,52.33309 4.951674,52.332923 4.951174,52.332691 4.950922)",4.9557595,52.3355655
700,700,"LINESTRING(4.960905 52.309851,4.957069 52.314094)","LINESTRING(52.309851 4.960905,52.314094 4.957069)",4.958987,52.3119725
701,701,"LINESTRING(4.960905 52.309851,4.95867 52.309087)","LINESTRING(52.309851 4.960905,52.309087 4.95867)",4.9597875,52.309469
702,702,"LINESTRING(4.960433 52.393029,4.960238 52.392999,4.957286 52.392183)","LINESTRING(52.393029 4.960433,52.392999 4.960238,52.392183 4.957286)",4.9588595,52.392606
703,703,"LINESTRING(4.960433 52.393029,4.956804 52.397936,4.95294 52.399081)","LINESTRING(52.393029 4.960433,52.397936 4.956804,52.399081 4.95294)",4.9566865,52.396055
704,704,"LINESTRING(4.962331 52.305138,4.95867 52.309087)","LINESTRING(52.305138 4.962331,52.309087 4.95867)",4.9605005,52.3071125
705,705,"LINESTRING(4.962389 52.37214,4.962343 52.368704)","LINESTRING(52.37214 4.962389,52.368704 4.962343)",4.962366,52.370422
706,706,"LINESTRING(4.962389 52.37214,4.962204 52.372182)","LINESTRING(52.37214 4.962389,52.372182 4.962204)",4.9622965,52.372161
707,707,"LINESTRING(4.962647 52.390033,4.960433 52.393029)","LINESTRING(52.390033 4.962647,52.393029 4.960433)",4.96154,52.391531
708,708,"LINESTRING(4.964297 52.383192,4.96315 52.383908,4.961952 52.384346,4.958866 52.385603,4.958123 52.385851,4.957241 52.386099,4.9567 52.386227,4.954791 52.386369,4.953816 52.386355,4.951912 52.386012)","LINESTRING(52.383192 4.964297,52.383908 4.96315,52.384346 4.961952,52.385603 4.958866,52.385851 4.958123,52.386099 4.957241,52.386227 4.9567,52.386369 4.954791,52.386355 4.953816,52.386012 4.951912)",4.9581045,52.3847805
709,709,"LINESTRING(4.964707 52.376807,4.963431 52.375748,4.963186 52.375444,4.962879 52.375009,4.962647 52.374567,4.96249 52.374148,4.962389 52.37214)","LINESTRING(52.376807 4.964707,52.375748 4.963431,52.375444 4.963186,52.375009 4.962879,52.374567 4.962647,52.374148 4.96249,52.37214 4.962389)",4.963548,52.3744735
710,710,"LINESTRING(4.966526 52.300466,4.959212 52.297835,4.951624 52.295275,4.950842 52.29499)","LINESTRING(52.300466 4.966526,52.297835 4.959212,52.295275 4.951624,52.29499 4.950842)",4.958684,52.297728
711,711,"LINESTRING(4.966526 52.300466,4.96271 52.304669)","LINESTRING(52.300466 4.966526,52.304669 4.96271)",4.964618,52.3025675
712,712,"LINESTRING(4.967626 52.312162,4.959989 52.320561,4.957045 52.323844)","LINESTRING(52.312162 4.967626,52.320561 4.959989,52.323844 4.957045)",4.9623355,52.318003
713,713,"LINESTRING(4.967626 52.312162,4.960905 52.309851)","LINESTRING(52.312162 4.967626,52.309851 4.960905)",4.9642655,52.3110065
714,714,"LINESTRING(4.966921 52.394835,4.965094 52.394311,4.963203 52.393807,4.962001 52.393462,4.961914 52.393416,4.960599 52.393054,4.960433 52.393029)","LINESTRING(52.394835 4.966921,52.394311 4.965094,52.393807 4.963203,52.393462 4.962001,52.393416 4.961914,52.393054 4.960599,52.393029 4.960433)",4.963677,52.393932
715,715,"LINESTRING(4.968556 52.320802,4.962349 52.318714)","LINESTRING(52.320802 4.968556,52.318714 4.962349)",4.9654525,52.319758
